geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AMEX60DD038205	3657.971372	-0.168249292	0.27334952	-0.61550974	0.538218139	0.999973456
AMEX60DD038207	13.82694667	-0.943981078	2.336145637	-0.404076297	0.686156615	0.999973456
AMEX60DD038208	4438.471446	-0.333204482	0.229280608	-1.453260633	0.146151403	0.999973456
AMEX60DD038210	2368.099369	0.046580398	0.212948338	0.21874037	0.8268523	0.999973456
AMEX60DD038211	27.22507972	-0.1167658	0.840267044	-0.138962727	0.889479603	0.999973456
AMEX60DD038212	4564.582135	0.161210385	0.225896978	0.713645604	0.475446351	0.999973456
AMEX60DD038213	4637.517445	-0.064467966	0.247783853	-0.260178238	0.79472629	0.999973456
AMEX60DD038217	1032.970458	-0.197423201	0.269036882	-0.733814635	0.46306172	0.999973456
AMEX60DD038220	3302.52394	0.122465947	0.215806675	0.567479885	0.570388189	0.999973456
AMEX60DD038222	873.9924666	0.83098793	0.288262366	2.882748591	0.003942219	0.125640511
AMEX60DD038224	98.63284953	2.356387362	0.56899724	4.141298403	3.45345325144827e-05	0.003770207
AMEX60DD038226	20.35119136	0.054657947	1.101002849	0.049643784	0.960406255	0.999973456
AMEX60DD038229	1411.366772	0.132185212	0.361910419	0.365242903	0.714930095	0.999973456
AMEX60DD038233	277.8523431	0.273130516	2.792823388	0.097797275	0.922093271	0.999973456
AMEX60DD038234	43.03462577	0.976723297	0.701932257	1.391478005	0.164080525	0.999973456
AMEX60DD038235	957.3534249	-0.283948445	0.27541807	-1.030972458	0.302553736	0.999973456
AMEX60DD038240	293.1659158	-0.314784314	0.465218974	-0.676636879	0.498636374	0.999973456
AMEX60DD038241	25.0840499	-0.448687842	0.886222167	-0.506292732	0.612651164	0.999973456
AMEX60DD038248	22.33008711	0.219305806	1.149408458	0.190798845	0.848683194	0.999973456
AMEX60DD038249	47.81937639	0.719890673	0.902715136	0.797472696	0.425176554	0.999973456
AMEX60DD038251	9.613099783	0.525907054	1.43365049	0.366830729	0.713745285	NA
AMEX60DD038253	145.7901385	-0.586519094	0.602074391	-0.97416383	0.329975201	0.999973456
AMEX60DD038254	15.84392107	0.508755497	1.118114897	0.455011822	0.649100734	0.999973456
AMEX60DD038260	2778.668661	-0.01358097	0.31659697	-0.042896717	0.965783866	0.999973456
AMEX60DD038261	1236.336443	-0.257972561	0.298626464	-0.863863695	0.387662772	0.999973456
AMEX60DD038262	1801.868361	-0.027177367	0.306754935	-0.08859635	0.929402709	0.999973456
AMEX60DD038266	1292.187486	-0.228893346	0.244550521	-0.935975702	0.349285698	0.999973456
AMEX60DD038272	2646.502197	0.143048086	0.289128523	0.494756051	0.620772331	0.999973456
AMEX60DD038277	634.6729653	-0.153841361	0.289858588	-0.530746257	0.595594627	0.999973456
AMEX60DD038278	1041.599042	-0.264882377	0.258043155	-1.026504179	0.304653995	0.999973456
AMEX60DD038284	160.6508906	-0.220097816	0.391081747	-0.562792351	0.573576289	0.999973456
AMEX60DD038286	12.3235893	0.177368227	1.225332977	0.144751044	0.884907436	0.999973456
AMEX60DD038289	969.2432816	0.062623451	0.297225903	0.210693115	0.833126748	0.999973456
AMEX60DD038290	494.3315526	-0.148342468	0.264603328	-0.56062208	0.575055196	0.999973456
AMEX60DD038296	11.20755119	-0.945952194	1.647650829	-0.57412176	0.565885409	0.999973456
AMEX60DD038298	24.82177325	-1.069572527	0.978207401	-1.093400567	0.274217965	0.999973456
AMEX60DD038299	79.94785111	-0.101212904	0.777994527	-0.130094622	0.896491565	0.999973456
AMEX60DD038300	32798.16099	-0.492348471	0.234540731	-2.099202419	0.035799061	0.521999746
AMEX60DD038301	62.58287287	0.104106749	0.655672685	0.158778536	0.87384336	0.999973456
AMEX60DD038306	685.8324034	0.357407454	0.280415931	1.274561871	0.20246436	0.999973456
AMEX60DD038308	5895.732219	-0.269847199	0.224959599	-1.199536275	0.230319488	0.999973456
AMEX60DD038309	2319.754294	-0.124012128	0.251127883	-0.493820624	0.621432866	0.999973456
AMEX60DD038313	659.6315325	-0.175336476	0.263703413	-0.664900293	0.506114269	0.999973456
AMEX60DD038317	340.4510619	0.16067399	0.3310337	0.485370492	0.62741356	0.999973456
AMEX60DD038318	7852.242607	2.705331617	0.634616981	4.262936067	2.01758257473682e-05	0.002431218
AMEX60DD038319	1198.104594	-0.268770746	0.353640824	-0.760010519	0.447248297	0.999973456
AMEX60DD038323	1078.646533	-0.890182916	0.513329652	-1.734135001	0.082894132	0.835443579
AMEX60DD038331	70.92116427	0.032319336	0.643083427	0.050256833	0.959917723	0.999973456
AMEX60DD038332	1076.147587	0.054028458	0.233947798	0.230942367	0.817359576	0.999973456
AMEX60DD038336	2600.123649	-0.154145547	0.327679	-0.470416313	0.638057611	0.999973456
AMEX60DD038337	1184.521144	-0.020437605	0.341067149	-0.059922526	0.952217339	0.999973456
AMEX60DD038338	26444.28177	-0.137191627	0.191945135	-0.714743965	0.474767266	0.999973456
AMEX60DD038339	49.53493828	-0.196161941	0.6988158	-0.280706219	0.778935738	0.999973456
AMEX60DD038340	660.7093487	0.078344868	0.281890926	0.277926178	0.781069028	0.999973456
AMEX60DD038343	50.20130936	-4.778780816	1.806438133	-2.645416264	0.008159048	0.203516653
AMEX60DD038344	100.4890214	-4.164835894	1.31676838	-3.162922163	0.001561941	0.064825587
AMEX60DD038346	2940.249521	-0.158348879	0.215556043	-0.734606538	0.462579155	0.999973456
AMEX60DD038347	285.972552	0.085709637	0.315986737	0.271244412	0.786203057	0.999973456
AMEX60DD038349	1771.238055	-0.093394203	0.319793402	-0.292045434	0.770251886	0.999973456
AMEX60DD038351	138.47419	0.949143577	0.529992354	1.790862774	0.073315319	0.784346929
AMEX60DD038353	1181.68227	-0.123552924	0.354021809	-0.348998058	0.727090768	0.999973456
AMEX60DD038354	565.443031	-0.142545378	0.281599281	-0.50619937	0.612716697	0.999973456
AMEX60DD038356	1559.004898	-0.154606538	0.369052826	-0.418927934	0.675268801	0.999973456
AMEX60DD038357	10.64829394	0.023851725	1.2536138	0.019026374	0.984820066	NA
AMEX60DD038358	734.0900019	-0.000450542	0.355603802	-0.001266979	0.998989098	0.999973456
AMEX60DD038364	45.42797861	0.05210372	0.798298604	0.065268459	0.947960255	0.999973456
AMEX60DD038366	257.6661776	0.687632785	0.498215292	1.380192051	0.167527521	0.999973456
AMEX60DD038368	26.28139046	1.050982976	1.173968337	0.895239627	0.370659006	0.999973456
AMEX60DD038370	3201.696196	-0.139868241	0.262960881	-0.531897522	0.594796974	0.999973456
AMEX60DD038372	11.10639719	0.468838267	1.269856431	0.369205728	0.711974387	0.999973456
AMEX60DD038379	247.5055402	3.634292797	1.023528025	3.550750648	0.000384134	0.023118967
AMEX60DD038381	82.24884044	0.85853134	0.899263718	0.954704746	0.339727029	0.999973456
AMEX60DD038386	805.4116706	0.770132577	0.859129343	0.896410516	0.370033553	0.999973456
AMEX60DD038393	15.10855861	0.738595381	1.267721164	0.58261659	0.560151435	0.999973456
AMEX60DD038395	68.65901701	0.720642171	0.67734221	1.06392627	0.287362101	0.999973456
AMEX60DD038396	460.4764039	-0.263664696	0.263378215	-1.001087716	0.316784404	0.999973456
AMEX60DD038399	179.3693832	0.900228917	0.464891003	1.936430069	0.05281505	0.654873136
AMEX60DD038400	15817.31613	0.441099139	0.394950282	1.116847257	0.264059639	0.999973456
AMEX60DD038401	627.7713533	-0.804079368	0.299905497	-2.681109135	0.007337858	0.19098307
AMEX60DD038403	4466.666226	3.095060691	2.02538956	1.528131058	0.126480002	0.999973456
AMEX60DD038405	89.27207822	-0.786490961	0.552168906	-1.424366625	0.15434037	0.999973456
AMEX60DD038408	197.6394793	1.114360134	0.748271848	1.489245034	0.136422856	0.999973456
AMEX60DD038409	23.17191609	1.6965355	1.139712496	1.488564446	0.1366021	0.999973456
AMEX60DD038410	2869.811999	0.024384748	0.190852636	0.127767416	0.898333037	0.999973456
AMEX60DD038413	140.3998093	-0.070780687	0.568335014	-0.12454043	0.900887391	0.999973456
AMEX60DD038414	227.3211676	0.265846777	0.548041358	0.485085247	0.627615877	0.999973456
AMEX60DD038421	1597.530867	-0.032007243	0.203947557	-0.156938595	0.875293242	0.999973456
AMEX60DD038422	710.2363826	0.162557954	0.360535303	0.450879435	0.652076446	0.999973456
AMEX60DD038425	199.358192	-0.489292292	0.460324141	-1.062929898	0.287813743	0.999973456
AMEX60DD038430	3281.363253	0.086029274	0.290980374	0.295653185	0.767494953	0.999973456
AMEX60DD038431	397.2585338	0.076802284	0.338376293	0.226973003	0.820444734	0.999973456
AMEX60DD038436	810.1052737	-0.109246846	0.259112253	-0.42161976	0.673302581	0.999973456
AMEX60DD038437	772.0185076	0.426229677	0.673475738	0.632880523	0.526811668	0.999973456
AMEX60DD038438	1183.461523	0.529034308	0.237638399	2.226215584	0.025999745	0.430153065
AMEX60DD038439	20.8705461	0.564930367	0.972898448	0.580667353	0.561464668	0.999973456
AMEX60DD038442	933.4823843	-0.250942266	0.272491851	-0.920916591	0.357093976	0.999973456
AMEX60DD038444	25.6919997	-0.576098853	0.958234333	-0.601208737	0.547700966	0.999973456
AMEX60DD038445	373.1037568	-0.481258854	0.58687345	-0.820038552	0.41219413	0.999973456
AMEX60DD038449	360.8785916	-0.178868167	0.341770167	-0.523358046	0.600725114	0.999973456
AMEX60DD038454	29.50682788	0.031210771	0.822664679	0.03793863	0.969736613	0.999973456
AMEX60DD038458	16.38056845	1.13903452	1.17888432	0.966197022	0.333945603	0.999973456
AMEX60DD038460	336.2421621	0.733342485	0.827729517	0.88596875	0.375634367	0.999973456
AMEX60DD038464	40.74760575	1.055736266	1.675780138	0.629996884	0.528696623	0.999973456
AMEX60DD038466	163.8854408	0.250558954	0.61463599	0.407654218	0.683527553	0.999973456
AMEX60DD038468	8411.02043	-0.319468896	0.281890327	-1.133309179	0.257084438	0.999973456
AMEX60DD038470	410.5890519	-0.492902525	0.776139548	-0.635069462	0.525383113	0.999973456
AMEX60DD038472	703.2547525	0.222382979	0.295782302	0.751846805	0.452143191	0.999973456
AMEX60DD038473	35.81188749	0.087867212	0.73504432	0.119540019	0.904847537	0.999973456
AMEX60DD038476	58.81745483	-0.80942018	0.915481989	-0.884146483	0.376617144	0.999973456
AMEX60DD038477	916.214057	-0.364101979	0.382796575	-0.951163107	0.341521584	0.999973456
AMEX60DD038480	10.61916838	-0.331192292	1.286836904	-0.257369284	0.796893713	NA
AMEX60DD038483	1619.113347	-0.426949363	0.33065859	-1.291209045	0.196631199	0.999973456
AMEX60DD038484	12.38292657	-1.934591975	1.253266831	-1.543639333	0.122675731	0.999973456
AMEX60DD038492	217.0540927	0.692492186	0.413931906	1.672961606	0.094334855	0.891037306
AMEX60DD038495	18133.23878	-0.287761782	0.256834737	-1.120416127	0.262536476	0.999973456
AMEX60DD038496	1442.598404	-0.285577627	0.218709382	-1.305740175	0.191640931	0.999973456
AMEX60DD038499	34.65765024	1.248644326	0.912938659	1.367719851	0.171399784	0.999973456
AMEX60DD038500	1117.163966	0.666817109	0.302110763	2.207194149	0.027300498	0.442539571
AMEX60DD038501	31755.62623	0.266771339	0.318337511	0.83801415	0.402022757	0.999973456
AMEX60DD038502	655458.7102	0.173139942	0.335946629	0.51537931	0.606287987	0.999973456
AMEX60DD038503	7.870093694	-0.860102164	1.446683298	-0.594533831	0.552155122	NA
AMEX60DD038505	39.94083451	0.337937422	0.694440364	0.486632747	0.626518613	0.999973456
AMEX60DD038506	349.7285897	-0.107078888	0.353928844	-0.302543547	0.762237742	0.999973456
AMEX60DD038507	47.08295159	-0.023047912	0.675608088	-0.034114323	0.972785987	0.999973456
AMEX60DD038508	466.3500541	0.086399641	0.283837235	0.304398544	0.760824277	0.999973456
AMEX60DD038509	13.42649419	0.533354785	1.133065271	0.4707185	0.637841771	0.999973456
AMEX60DD038510	2686.977348	-0.083398531	0.227150569	-0.367150877	0.713506479	0.999973456
AMEX60DD038513	1246.687953	-0.074008996	0.243898883	-0.303441309	0.761553569	0.999973456
AMEX60DD038515	1993.23981	0.099938897	0.327617785	0.305047227	0.760330184	0.999973456
AMEX60DD038519	728.8541908	0.893876023	0.755129779	1.183738276	0.236516682	0.999973456
AMEX60DD038520	352.0151301	0.116888806	0.570334201	0.204947917	0.837612817	0.999973456
AMEX60DD038524	85.52325211	-0.015349978	0.559531106	-0.027433646	0.978113863	0.999973456
AMEX60DD038537	10.19082165	-0.911546658	1.301555584	-0.700351694	0.483707696	NA
AMEX60DD038538	21.88007746	0.400185342	1.022368443	0.39142967	0.695479665	0.999973456
AMEX60DD038545	22.62507199	-0.182034564	0.909586675	-0.200128882	0.841379786	0.999973456
AMEX60DD038551	7611.039479	-0.137486697	0.262215688	-0.52432674	0.600051301	0.999973456
AMEX60DD038554	296.2548401	-0.154779822	0.419819189	-0.368682105	0.712364689	0.999973456
AMEX60DD038555	1076.641748	-0.179524803	0.384339161	-0.467099951	0.64042837	0.999973456
AMEX60DD038559	322.9394821	2.109588481	0.894771707	2.35768349	0.018389365	0.34530261
AMEX60DD038561	9514.670469	0.13882648	0.283065521	0.490439383	0.623823014	0.999973456
AMEX60DD038564	1957.343983	0.159669498	0.292119294	0.546590044	0.584660411	0.999973456
AMEX60DD038565	1138.715386	-0.212749098	0.273441083	-0.778043652	0.43654328	0.999973456
AMEX60DD038567	10.20405384	-0.330368372	1.34520881	-0.245588915	0.806000471	NA
AMEX60DD038569	35.17184562	-0.640577708	0.834051736	-0.768031143	0.442468683	0.999973456
AMEX60DD038570	1840.460443	-0.144377999	0.244617611	-0.590219152	0.555043733	0.999973456
AMEX60DD038572	15.9757118	-0.055668946	1.66208432	-0.033493455	0.973281085	0.999973456
AMEX60DD038573	56.38538913	0.326709416	1.031480174	0.316738435	0.751442082	0.999973456
AMEX60DD038574	2063.331172	0.043444603	0.331016467	0.131246049	0.895580669	0.999973456
AMEX60DD038576	211.7144499	-0.068325687	0.347981332	-0.196348713	0.844337236	0.999973456
AMEX60DD038579	29.32837402	3.093622927	1.141497373	2.710144587	0.006725388	0.179998079
AMEX60DD038584	20.1713649	0.282984154	1.154888032	0.24503168	0.806431902	0.999973456
AMEX60DD038585	358.1112027	0.886592197	0.299386351	2.961364783	0.003062789	0.105565043
AMEX60DD038591	735.0918632	1.60814169	0.338059353	4.756980318	1.96510320712183e-06	0.000324823
AMEX60DD038603	14549.717	0.087257567	0.272389973	0.320340599	0.74871015	0.999973456
AMEX60DD038604	23.39906704	0.645351879	0.902103187	0.715385876	0.474370637	0.999973456
AMEX60DD038605	11.54267593	0.504540154	1.467936408	0.343707092	0.731066577	0.999973456
AMEX60DD038608	123.7472951	0.654846078	0.74801126	0.875449492	0.381329381	0.999973456
AMEX60DD038609	7.787961768	1.552483423	1.522319075	1.019814734	0.307816334	NA
AMEX60DD038611	255.1480057	0.013134615	0.376171431	0.034916568	0.972146269	0.999973456
AMEX60DD038614	294.6682987	-0.144284714	0.342771311	-0.420935794	0.673801967	0.999973456
AMEX60DD038618	754.6586349	0.258337322	0.305753813	0.844919379	0.398155854	0.999973456
AMEX60DD038619	72.39464173	-0.358169386	1.958102305	-0.182916585	0.85486347	0.999973456
AMEX60DD038621	1492.528326	0.263238976	0.233962599	1.125132721	0.260532797	0.999973456
AMEX60DD038623	175.5472307	0.047027453	0.701925655	0.066997769	0.946583479	0.999973456
AMEX60DD038625	286.2810988	0.071457345	0.889336551	0.080349048	0.935959649	0.999973456
AMEX60DD038629	775.1915348	-0.178754233	0.303170708	-0.589615778	0.555448271	0.999973456
AMEX60DD038630	570.3588623	0.366118543	0.338673143	1.081038017	0.279680203	0.999973456
AMEX60DD038631	208.2754573	2.863297891	1.018455596	2.811411613	0.004932464	0.145514376
AMEX60DD038634	177.6779059	-0.223006248	0.570320237	-0.39101935	0.695782933	0.999973456
AMEX60DD038637	22.52577635	-0.634403346	1.069012593	-0.593447964	0.552881398	0.999973456
AMEX60DD038638	1701.777577	-0.01554901	0.22813242	-0.068157826	0.945659999	0.999973456
AMEX60DD038639	3409.08972	0.314587603	0.397812585	0.790793492	0.429064508	0.999973456
AMEX60DD038642	9953.699765	2.849472449	1.517384743	1.877883946	0.060397043	0.698344529
AMEX60DD038645	4371.759348	3.062085902	1.994317662	1.535405297	0.124684303	0.999973456
AMEX60DD038669	22.27836359	-0.582074565	0.944670959	-0.616166465	0.537784659	0.999973456
AMEX60DD038670	83.10574839	-1.276453189	0.781902347	-1.63249694	0.102574843	0.92744095
AMEX60DD038671	27.16464214	1.782567432	1.555988415	1.145617418	0.251953487	0.999973456
AMEX60DD038676	759.0980916	0.179416567	0.240219865	0.746884805	0.455133099	0.999973456
AMEX60DD038681	99.2879048	-1.722134628	0.87046332	-1.978411485	0.047882305	0.619568913
AMEX60DD038686	2332.869195	-0.1646617	0.337096575	-0.488470402	0.625216685	0.999973456
AMEX60DD038687	2048.650907	0.067092557	0.264966901	0.253211086	0.800105101	0.999973456
AMEX60DD038689	20.04178016	1.874857407	1.104526116	1.697431486	0.089615114	0.864903766
AMEX60DD038696	27.88977791	1.41797216	1.319472034	1.074651167	0.282530935	0.999973456
AMEX60DD038708	24.71241375	-0.828897826	1.054237615	-0.786253321	0.431719094	0.999973456
AMEX60DD038712	27.67467381	1.366114125	1.39875575	0.976663813	0.328735616	0.999973456
AMEX60DD038721	80.11355203	0.617989422	1.043361703	0.592306024	0.553645683	0.999973456
AMEX60DD038722	234.1677129	0.74873047	0.827086132	0.905262997	0.365326075	0.999973456
AMEX60DD038725	1641.296678	-0.051286089	0.204159774	-0.251205653	0.801655114	0.999973456
AMEX60DD038738	2212.065083	-0.075407539	0.260598619	-0.289362775	0.772303778	0.999973456
AMEX60DD038739	260.7623668	-0.02338616	0.462808688	-0.050530945	0.95969929	0.999973456
AMEX60DD038740	1225.108086	0.098070785	0.34329418	0.285675643	0.775126562	0.999973456
AMEX60DD038743	842.2353359	-0.239037773	0.399869905	-0.597788856	0.549980828	0.999973456
AMEX60DD038745	6036.542313	-0.18647135	0.314763327	-0.592417647	0.553570952	0.999973456
AMEX60DD038759	16.68348533	0.229689821	1.039867602	0.220883717	0.825182976	0.999973456
AMEX60DD038760	14.70109231	-1.270730306	1.232514016	-1.031006779	0.302537641	0.999973456
AMEX60DD038761	927.6352047	-0.093533206	0.338738702	-0.276121994	0.782454368	0.999973456
AMEX60DD038762	14.19968253	0.608750484	1.107157474	0.549831888	0.582434685	0.999973456
AMEX60DD038763	465.6734456	0.213541145	0.325904181	0.655226773	0.512321759	0.999973456
AMEX60DD038767	3219.347466	-0.096148134	0.400713375	-0.239942414	0.8103749	0.999973456
AMEX60DD038770	188.6612116	-0.329466565	0.379223544	-0.868792485	0.384960644	0.999973456
AMEX60DD038771	44355.39155	-0.179188602	0.239836116	-0.747129351	0.454985484	0.999973456
AMEX60DD038773	273.8368723	-0.149987953	0.331205965	-0.452854021	0.650653861	0.999973456
AMEX60DD038774	316.0266602	-0.213889285	0.353537039	-0.604998236	0.545180169	0.999973456
AMEX60DD038777	89.38693957	0.442613595	0.572545489	0.773062758	0.43948524	0.999973456
AMEX60DD038778	91.82068954	0.040382524	0.515071612	0.078401767	0.937508468	0.999973456
AMEX60DD038781	1455.207288	0.140719282	0.303613219	0.463482064	0.643018868	0.999973456
AMEX60DD038783	346.1606206	-0.265359741	0.335293861	-0.791424394	0.428696379	0.999973456
AMEX60DD038784	1113.299218	0.015706386	0.232319936	0.067606706	0.946098717	0.999973456
AMEX60DD038786	430.1441963	-0.246301619	0.33305189	-0.739529263	0.459585677	0.999973456
AMEX60DD038788	8925.875628	-0.195917848	0.348619747	-0.5619815	0.574128624	0.999973456
AMEX60DD038790	219.759847	0.025485782	0.512784049	0.049700808	0.960360812	0.999973456
AMEX60DD038798	116.813261	0.118495569	0.580166269	0.204244155	0.838162708	0.999973456
AMEX60DD038801	27.42921201	0.03095206	0.926493678	0.03340774	0.973349437	0.999973456
AMEX60DD038802	38.20711616	-0.47632506	0.71617826	-0.665092878	0.50599109	0.999973456
AMEX60DD038803	17.09063337	-0.212959373	1.157603308	-0.183965761	0.854040316	0.999973456
AMEX60DD038811	68.22656936	0.115044148	0.633754718	0.181527876	0.855953254	0.999973456
AMEX60DD038812	169.6172965	0.392105673	0.759060765	0.516566909	0.605458521	0.999973456
AMEX60DD038813	15.72462931	-0.325568887	1.240567288	-0.262435492	0.792985712	0.999973456
AMEX60DD038814	27.20609215	0.253747182	0.838726042	0.302538813	0.76224135	0.999973456
AMEX60DD038823	868.9406395	-0.116929515	0.318989281	-0.366562522	0.713945368	0.999973456
AMEX60DD038834	37934.60966	-0.26637333	0.271179785	-0.982275762	0.325964012	0.999973456
AMEX60DD038841	317.2293197	-0.148121224	0.43588004	-0.339821075	0.733991276	0.999973456
AMEX60DD038843	35.97682913	0.383960544	0.749531126	0.512267644	0.608463707	0.999973456
AMEX60DD038851	178.9430322	0.774743018	0.449831281	1.722296893	0.08501575	0.844690939
AMEX60DD038853	1893.586084	0.055172482	0.25093064	0.219871442	0.825971278	0.999973456
AMEX60DD038854	438.0837965	0.322039532	0.360717123	0.892775841	0.371977227	0.999973456
AMEX60DD038857	382.0751964	0.075571706	0.442052417	0.170956436	0.86425802	0.999973456
AMEX60DD038861	10.63003116	-0.040681996	1.445092415	-0.02815183	0.977541056	NA
AMEX60DD038862	231.9710754	-0.095729835	0.335471781	-0.285358831	0.775369245	0.999973456
AMEX60DD038865	152.5703124	1.520983467	0.408755441	3.721010938	0.000198427	0.014070921
AMEX60DD038869	5523.907102	-0.076238149	0.274834968	-0.277396102	0.781475974	0.999973456
AMEX60DD038870	2763.617614	0.05308553	0.283346854	0.187351754	0.851384847	0.999973456
AMEX60DD038872	995.8959293	-0.106190635	0.31863172	-0.333270759	0.73892991	0.999973456
AMEX60DD038873	4069.038522	0.335587788	0.298434782	1.124492882	0.260803988	0.999973456
AMEX60DD038874	504.8180327	-0.355791821	0.378409116	-0.940230578	0.3470993	0.999973456
AMEX60DD038876	434.5276363	-0.322960062	0.729638491	-0.442630242	0.658033207	0.999973456
AMEX60DD038877	3419.977356	-0.103644597	0.231297036	-0.44810171	0.654079794	0.999973456
AMEX60DD038878	465.8261914	-0.162334008	0.352322116	-0.460754522	0.644974733	0.999973456
AMEX60DD038879	562.9630331	0.114001429	0.337723779	0.337558194	0.735696151	0.999973456
AMEX60DD038880	537.4997109	-0.001633342	0.263086858	-0.006208377	0.995046464	0.999973456
AMEX60DD038881	87.66878957	0.093790004	0.496017912	0.189085921	0.850025476	0.999973456
AMEX60DD038884	692.804601	0.305597784	0.279642966	1.092814127	0.274475418	0.999973456
AMEX60DD038886	40.83557272	-0.128442148	0.717611005	-0.178985755	0.857948887	0.999973456
AMEX60DD038888	736.6803336	-0.181699143	0.30922939	-0.587586915	0.556809596	0.999973456
AMEX60DD038890	1855.559839	-0.152145438	0.251710313	-0.604446578	0.545546776	0.999973456
AMEX60DD038897	322.3806327	-0.556402908	0.533018708	-1.043871257	0.296544958	0.999973456
AMEX60DD038899	3193.830152	-0.351580583	0.299946334	-1.172144958	0.241138862	0.999973456
AMEX60DD038901	827.2128182	-0.569590144	0.329983623	-1.726116403	0.084326473	0.842095417
AMEX60DD038902	2526.218365	-0.114893427	0.238317143	-0.482103074	0.629732726	0.999973456
AMEX60DD038904	10.12927839	-0.452708283	1.295255704	-0.349512673	0.726704458	NA
AMEX60DD038906	630.92412	0.661149833	0.367806541	1.797547785	0.072248699	0.777543085
AMEX60DD038909	226.0253757	-0.454012555	0.434044589	-1.046004412	0.295558995	0.999973456
AMEX60DD038912	15.02234877	-0.495071274	1.203233994	-0.411450538	0.680742203	0.999973456
AMEX60DD038913	286.9408681	0.221873456	0.531956477	0.417089491	0.676612951	0.999973456
AMEX60DD038914	567.9963751	-0.267416879	0.267966802	-0.997947794	0.318304675	0.999973456
AMEX60DD038918	802.4129779	0.310285548	0.32451172	0.9561613	0.338990748	0.999973456
AMEX60DD038920	4725.345436	-0.217111316	0.276105225	-0.786335411	0.431671012	0.999973456
AMEX60DD038921	71.08980684	-0.046039291	0.710278949	-0.064818606	0.948318427	0.999973456
AMEX60DD038922	7100.852537	-0.170636173	0.245453857	-0.695186356	0.486938522	0.999973456
AMEX60DD038923	12829.81431	0.553860635	0.428680766	1.292011862	0.196353037	0.999973456
AMEX60DD038926	5278.783605	-0.164076301	0.314863519	-0.521102927	0.602295072	0.999973456
AMEX60DD038928	95.75277985	0.012361393	0.589246919	0.02097829	0.983262974	0.999973456
AMEX60DD038929	169.4854724	-0.043265636	1.055786311	-0.040979538	0.967312208	0.999973456
AMEX60DD038930	296.5336192	0.097065282	0.390503656	0.248564337	0.803697798	0.999973456
AMEX60DD038931	8014.020586	0.165130684	0.320131698	0.5158211	0.605979365	0.999973456
AMEX60DD038932	15.49004899	0.636412701	1.101851853	0.577584636	0.563544582	0.999973456
AMEX60DD038933	2367.98754	-0.136929961	0.204840835	-0.66847004	0.5038336	0.999973456
AMEX60DD038948	1339.200996	-0.051078103	0.208700539	-0.244743511	0.806655036	0.999973456
AMEX60DD038950	13.80761601	-0.572800453	1.229772105	-0.465777724	0.641374611	0.999973456
AMEX60DD038961	5076.200281	-0.274972925	0.27108723	-1.014333745	0.310423527	0.999973456
AMEX60DD038962	1918.563957	-0.260293004	0.247318067	-1.052462555	0.292587381	0.999973456
AMEX60DD038963	3517.844924	-0.763317661	0.758718463	-1.006061798	0.314385844	0.999973456
AMEX60DD038964	2663.939089	-0.795839442	1.371945194	-0.580081075	0.561859946	0.999973456
AMEX60DD038966	754.3555512	-0.085677968	0.287954089	-0.297540376	0.766053987	0.999973456
AMEX60DD038969	49.08830723	1.033262167	0.867065974	1.191676525	0.233388106	0.999973456
AMEX60DD038970	867.5888491	-0.109964661	0.292179381	-0.376360099	0.706649205	0.999973456
AMEX60DD038971	1040.142331	0.168245207	0.248553283	0.676897949	0.498470705	0.999973456
AMEX60DD038976	125.8041002	1.968541991	0.84197261	2.338011911	0.01938663	0.358301564
AMEX60DD038979	199.3181558	0.101661839	0.406473402	0.250106991	0.80250461	0.999973456
AMEX60DD038980	76.8452232	-0.105713468	0.554010418	-0.190814945	0.848670579	0.999973456
AMEX60DD038981	168.9905388	0.336562818	0.389236835	0.864673607	0.38721796	0.999973456
AMEX60DD038987	968.8444296	-0.001495196	0.359989669	-0.00415344	0.996686044	0.999973456
AMEX60DD038988	528.93846	0.174918531	0.299405491	0.584219517	0.559072632	0.999973456
AMEX60DD038989	1888.49338	-0.115796281	0.252116906	-0.459295978	0.646021636	0.999973456
AMEX60DD038990	1302.993315	-0.130004011	0.272576406	-0.476945208	0.633401139	0.999973456
AMEX60DD038994	39.26546964	-0.085323181	0.741403096	-0.115083389	0.908379026	0.999973456
AMEX60DD038995	1449.807411	-0.064279347	0.254002076	-0.253066227	0.800217036	0.999973456
AMEX60DD038996	2252.954147	-0.289098532	0.3096935	-0.933498868	0.350562455	0.999973456
AMEX60DD038997	114.7943074	0.116850367	0.440841692	0.265061969	0.790961724	0.999973456
AMEX60DD038999	4524.833898	-0.071762471	0.277807783	-0.258316994	0.796162272	0.999973456
AMEX60DD039000	2758.363844	-0.216581575	0.237505418	-0.911901617	0.36182051	0.999973456
AMEX60DD039001	10.76581787	-0.123113461	1.270683749	-0.09688757	0.92281568	0.999973456
AMEX60DD039005	17.47449829	0.118510682	1.060458119	0.111754231	0.911018278	0.999973456
AMEX60DD039006	1240.636333	-0.499086192	0.390317146	-1.278668378	0.20101386	0.999973456
AMEX60DD039009	551.0483228	-0.058492112	0.292579812	-0.199918483	0.841544335	0.999973456
AMEX60DD039010	16638.14608	-0.030562925	0.309969063	-0.098599922	0.921455932	0.999973456
AMEX60DD039016	139.0334753	1.854577422	0.666068585	2.784364049	0.00536328	0.153333626
