geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AMEX60DD017558	85.66991966	0.100096873	0.652562588	0.153390456	0.878090371	0.999973456
AMEX60DD017562	34.04091878	-0.564450443	0.752595524	-0.75000505	0.453251664	0.999973456
AMEX60DD017563	126.1756165	-0.137622539	0.503191574	-0.273499293	0.784469436	0.999973456
AMEX60DD017565	43.94872524	0.685186358	0.697286664	0.982646583	0.325781409	0.999973456
AMEX60DD017566	163.0165995	4.176672481	1.531216921	2.72768177	0.006378111	0.173695601
AMEX60DD017567	332.9270189	-0.540789027	2.316542828	-0.233446592	0.815414638	0.999973456
AMEX60DD017569	72.12811163	-0.161952111	0.627443586	-0.258114218	0.796318759	0.999973456
AMEX60DD017570	531.6056296	-0.053475277	0.296906428	-0.180108183	0.857067638	0.999973456
AMEX60DD017581	507.4537581	-0.299599661	0.440948976	-0.679442923	0.496857261	0.999973456
AMEX60DD017582	489.187868	-0.28358694	0.568567625	-0.498774337	0.617938369	0.999973456
AMEX60DD017583	379.5697808	-0.170475754	0.337237189	-0.505506983	0.613202795	0.999973456
AMEX60DD017584	275.6953681	-0.099687006	0.346468047	-0.287723521	0.773558384	0.999973456
AMEX60DD017587	424.8572096	-0.164484746	0.298556792	-0.550932856	0.581679703	0.999973456
AMEX60DD017588	224.8184029	-0.101487479	0.444188012	-0.228478653	0.819274149	0.999973456
AMEX60DD017590	30.29430335	-0.029336376	0.975528128	-0.030072302	0.976009391	0.999973456
AMEX60DD017591	1375.718154	-0.033150773	0.246196241	-0.134651825	0.892887164	0.999973456
AMEX60DD017592	3764.56146	-0.17175037	0.21829047	-0.786797381	0.431400487	0.999973456
AMEX60DD017593	2925.638469	0.086943954	0.196036905	0.443508095	0.657398265	0.999973456
AMEX60DD017594	181.4649025	0.223031683	0.375381573	0.594146593	0.55241407	0.999973456
AMEX60DD017595	6130.062081	0.424255104	0.245492153	1.728181936	0.083955611	0.840343755
AMEX60DD017596	346.6615161	-1.297322134	0.591347992	-2.19383874	0.028247005	0.449500809
AMEX60DD017598	380.629303	0.159696048	0.349058073	0.457505671	0.647307627	0.999973456
AMEX60DD017599	224.1805525	0.042178862	0.485061392	0.086955718	0.930706711	0.999973456
AMEX60DD017600	146.8703366	-0.192154691	0.452624885	-0.424534085	0.671176353	0.999973456
AMEX60DD017601	9.33836439	-0.501543557	1.393574144	-0.359897289	0.718923944	NA
AMEX60DD017610	244.7377209	-0.21870736	0.478801844	-0.45678053	0.647828801	0.999973456
AMEX60DD017613	422.7837368	0.153103108	0.326732176	0.468589012	0.639363433	0.999973456
AMEX60DD017616	148.3908371	2.731977637	0.92553831	2.951771535	0.003159566	0.107949542
AMEX60DD017619	813.4344521	-0.295376576	0.228283451	-1.293902708	0.195699029	0.999973456
AMEX60DD017620	9.407010763	-0.666540152	3.32583156	-0.200413082	0.841157529	NA
AMEX60DD017621	439.8395426	-0.109333658	0.283655455	-0.385445286	0.699907536	0.999973456
AMEX60DD017623	973.4967406	-0.143798978	0.247870702	-0.580137051	0.5618222	0.999973456
AMEX60DD017624	37.08381086	-1.716131653	0.861308181	-1.992471095	0.046319394	0.608058617
AMEX60DD017630	264.0121788	0.127516162	0.3597284	0.354478994	0.722979943	0.999973456
AMEX60DD017639	14.22486364	-0.974165003	1.213808172	-0.802569158	0.422223801	0.999973456
AMEX60DD017643	4502.199715	-0.087440792	0.273912604	-0.319228802	0.749553018	0.999973456
AMEX60DD017648	37.01414794	-0.974559347	0.947502615	-1.028555838	0.303688439	0.999973456
AMEX60DD017650	3870.057943	-0.53033798	0.186807089	-2.838960676	0.004526073	0.138148239
AMEX60DD017651	16.55509863	0.142418774	1.105509759	0.128826338	0.897495064	0.999973456
AMEX60DD017652	33.32698621	0.016140497	0.858314343	0.018804879	0.984996762	0.999973456
AMEX60DD017656	58.4003146	-0.074415166	0.778360144	-0.095605057	0.923834249	0.999973456
AMEX60DD017658	3787.984897	-0.099041734	0.265920347	-0.372448874	0.709558671	0.999973456
AMEX60DD017661	6.469834519	-0.790763013	2.462105337	-0.32117351	0.748078905	NA
AMEX60DD017662	602.6940443	-0.1518006	0.27321674	-0.555605049	0.578480879	0.999973456
AMEX60DD017664	1590.90343	0.131559557	0.212167656	0.620073577	0.535209347	0.999973456
AMEX60DD017670	19.76727266	-0.347727528	1.219520297	-0.285134678	0.775540963	0.999973456
AMEX60DD017671	3657.793261	-0.167102431	0.320966363	-0.520622877	0.602629509	0.999973456
AMEX60DD017674	951.420512	0.171105249	0.398047283	0.429861617	0.667296308	0.999973456
AMEX60DD017675	197.25575	2.170988285	0.706917854	3.071061611	0.002132991	0.082216392
AMEX60DD017677	902.5963651	0.070270943	0.249000321	0.282212257	0.77778076	0.999973456
AMEX60DD017690	4257.422125	1.009871445	0.198363735	5.091008423	3.56164202617335e-07	7.5314289764271e-05
AMEX60DD017691	15.09965646	0.994757641	1.306879669	0.761170033	0.446555515	0.999973456
AMEX60DD017702	129.2832455	0.968481775	0.714847976	1.354808026	0.175478729	0.999973456
AMEX60DD017703	862.5705735	1.103858943	0.591454046	1.866347777	0.061992725	0.708932137
AMEX60DD017712	207.3036924	-0.528734684	0.470521747	-1.123719972	0.261131841	0.999973456
AMEX60DD017722	1036.98747	-0.260028013	0.320384808	-0.811611557	0.417014557	0.999973456
AMEX60DD017727	21.28002516	-0.237827104	0.934490998	-0.254499085	0.799110011	0.999973456
AMEX60DD017728	271.9012026	0.020239965	0.390551215	0.051824098	0.958668854	0.999973456
AMEX60DD017729	729.8178613	0.230384269	0.251223598	0.917048681	0.359117131	0.999973456
AMEX60DD017730	2209.895045	0.324462466	0.381708767	0.850026233	0.395310502	0.999973456
AMEX60DD017731	761.5869268	0.762340444	0.469283767	1.624476485	0.104274155	0.934882723
AMEX60DD017733	413.3643968	0.02869222	0.307049495	0.093444935	0.925550094	0.999973456
AMEX60DD017734	24.86976258	0.043336121	0.933329615	0.046431743	0.962966137	0.999973456
AMEX60DD017735	151.1797156	-0.23255081	0.468189883	-0.496701912	0.619399274	0.999973456
AMEX60DD017737	126.5341375	-0.064014583	0.45161177	-0.141746932	0.887279903	0.999973456
AMEX60DD017741	189.8665894	1.42231863	0.501820572	2.834317106	0.004592374	0.138680526
AMEX60DD017753	21.50676732	-1.041146531	1.095451325	-0.950427013	0.341895324	0.999973456
AMEX60DD017758	46.57558584	1.114903515	0.901258238	1.237052232	0.216067692	0.999973456
AMEX60DD017764	80085.7846	-0.127706529	0.233408435	-0.547137593	0.584284207	0.999973456
AMEX60DD017766	1714.874056	0.097013917	0.223907214	0.433277318	0.664813314	0.999973456
AMEX60DD017768	39.41132864	0.486861325	0.924156421	0.526817013	0.598320667	0.999973456
AMEX60DD017769	985.7329306	0.677424637	0.462499143	1.464704633	0.143001521	0.999973456
AMEX60DD017772	6348.541112	0.129085744	0.23092512	0.558993947	0.576165851	0.999973456
AMEX60DD017773	654.6589649	-1.047195816	0.461534264	-2.268944906	0.023271676	0.400463922
AMEX60DD017779	813.9870927	-0.166044939	0.25214814	-0.658521369	0.51020317	0.999973456
AMEX60DD017780	1442.227739	-0.110046414	0.273381398	-0.402538049	0.687288092	0.999973456
AMEX60DD017781	1016.20127	0.211373917	0.237585978	0.889673367	0.373641299	0.999973456
AMEX60DD017785	554.1421387	-0.005792538	0.254632379	-0.022748632	0.981850783	0.999973456
AMEX60DD017787	50.10859067	-0.430402781	0.635370376	-0.677404547	0.498149314	0.999973456
AMEX60DD017788	7.799618925	-0.841822481	1.437979597	-0.585420323	0.558265127	NA
AMEX60DD017791	15.43064395	0.871099675	1.333204055	0.653388108	0.513506103	0.999973456
AMEX60DD017795	32.11736885	-0.465293792	1.281560908	-0.363068028	0.716554067	0.999973456
AMEX60DD017798	123.5901552	4.103849396	1.032104816	3.976194404	7.00268864243814e-05	0.00654849
AMEX60DD017799	18.72821084	-0.212365932	1.029001746	-0.206380537	0.836493673	0.999973456
AMEX60DD017800	39156.15303	-0.251565105	0.333286402	-0.754801586	0.450368042	0.999973456
AMEX60DD017801	60.72684147	-0.102105327	0.753294538	-0.135545025	0.892180968	0.999973456
AMEX60DD017802	101.074128	0.527689729	0.511769612	1.031107975	0.302490188	0.999973456
AMEX60DD017804	45.22528789	0.249304792	0.851332001	0.292840856	0.769643798	0.999973456
AMEX60DD017805	25.25996744	0.340567745	1.362662284	0.24992821	0.802642867	0.999973456
AMEX60DD017808	186.907281	0.032556648	0.48766517	0.066760248	0.946772571	0.999973456
AMEX60DD017809	867.584825	-0.225828515	0.280271108	-0.805750247	0.42038687	0.999973456
AMEX60DD017810	495.4418968	0.230140031	0.36793751	0.625486734	0.531651653	0.999973456
AMEX60DD017813	12201.79367	-0.243214942	0.192123103	-1.265932821	0.205537135	0.999973456
AMEX60DD017815	176.3383095	-0.098974304	0.725030697	-0.136510502	0.891417723	0.999973456
AMEX60DD017816	692.0569071	-0.231409146	0.244442874	-0.946679865	0.343801934	0.999973456
AMEX60DD017817	1085.740698	0.048187305	0.225365966	0.213818024	0.830688969	0.999973456
AMEX60DD017818	35.70788831	-2.225191544	1.286447691	-1.729717857	0.083680697	0.837949365
AMEX60DD017820	1990.307141	-0.467027797	0.196572211	-2.375858704	0.017508166	0.333294134
AMEX60DD017830	37.39226716	0.792075344	1.167914426	0.678196387	0.497647183	0.999973456
AMEX60DD017832	33.47758529	0.984866001	1.534298003	0.641900074	0.520938066	0.999973456
AMEX60DD017836	575.0018284	-0.18298738	0.26672772	-0.686045604	0.492684351	0.999973456
AMEX60DD017837	9824.540291	-0.185238135	0.204903335	-0.904026938	0.365981117	0.999973456
AMEX60DD017841	1942.900729	-0.212230972	0.249617894	-0.850223392	0.395200899	0.999973456
AMEX60DD017844	467.3842378	-0.872892506	0.446826291	-1.953538822	0.050755782	0.637974886
AMEX60DD017845	14.86270342	-0.481133166	1.117998741	-0.430352154	0.666939494	0.999973456
AMEX60DD017846	40.66960037	-0.084640122	0.695557443	-0.121686745	0.903147111	0.999973456
AMEX60DD017847	22.72313178	-0.500957252	1.119955561	-0.447301009	0.654657739	0.999973456
AMEX60DD017849	363.4441728	-1.368809208	0.882725407	-1.550662524	0.12098258	0.999973456
AMEX60DD017850	4069.956966	-0.150689351	0.21320008	-0.706797815	0.479692133	0.999973456
AMEX60DD017851	46.22129713	-0.366512149	0.721743937	-0.507814656	0.611583331	0.999973456
AMEX60DD017852	1845.028419	0.408317042	0.269238066	1.516565055	0.129376534	0.999973456
AMEX60DD017853	203.5159908	-0.696466101	0.537022215	-1.296903706	0.194664321	0.999973456
AMEX60DD017858	11.88344805	0.342587203	1.26310896	0.271225376	0.786217697	0.999973456
AMEX60DD017859	372.8921562	-0.077737387	0.377569956	-0.2058887	0.836877852	0.999973456
AMEX60DD017860	1152.853326	0.03943806	0.26744803	0.147460649	0.882768438	0.999973456
AMEX60DD017865	24.80398312	-0.399988114	0.910263235	-0.439420267	0.660357044	0.999973456
AMEX60DD017866	12.87681644	-1.01937032	1.344994903	-0.757899021	0.448511436	0.999973456
AMEX60DD017868	8.179414369	0.205450037	1.947938417	0.105470499	0.916002478	NA
AMEX60DD017872	24.09371124	0.478404123	0.99754294	0.479582486	0.631524303	0.999973456
AMEX60DD017873	11.767285	-0.430781534	1.469738144	-0.293100873	0.769445049	0.999973456
AMEX60DD017881	149.9975278	-0.504000096	0.600309307	-0.839567354	0.40115101	0.999973456
AMEX60DD017882	683.4990658	-0.316927575	0.505039018	-0.62753087	0.530311307	0.999973456
AMEX60DD017885	85.64412534	3.649858162	1.017276656	3.587871737	0.000333388	0.021149428
AMEX60DD017889	13.37255278	0.342973397	2.46091876	0.139368029	0.889159335	0.999973456
AMEX60DD017895	21.32957207	0.093436881	1.120379473	0.08339753	0.933535452	0.999973456
AMEX60DD017899	67.84259313	-0.499558706	0.639306187	-0.781407589	0.434562809	0.999973456
AMEX60DD017900	639.3696471	-0.020802563	0.443848729	-0.046868587	0.962617965	0.999973456
AMEX60DD017903	26.8426225	1.215923079	1.212574909	1.002761206	0.315976091	0.999973456
AMEX60DD017904	93.05638017	0.474939376	0.575783465	0.824857615	0.409452432	0.999973456
AMEX60DD017906	467.1538255	-0.020002914	0.268032183	-0.074628778	0.940510077	0.999973456
AMEX60DD017908	690.9660806	0.025181168	0.263294874	0.095638654	0.923807564	0.999973456
AMEX60DD017910	714.8209054	0.328404363	0.753149841	0.436041204	0.662806835	0.999973456
AMEX60DD017911	606.4475621	0.166778783	0.26285913	0.634479704	0.525767808	0.999973456
AMEX60DD017912	65.52888577	-0.332201814	0.718637565	-0.462266141	0.643890477	0.999973456
AMEX60DD017913	1800.091034	0.252792458	0.296932357	0.851346955	0.394576649	0.999973456
AMEX60DD017919	25.15986839	0.62011608	0.93715324	0.661701901	0.508162286	0.999973456
AMEX60DD017921	3489.969139	-0.225006953	0.270341759	-0.832305576	0.405236484	0.999973456
AMEX60DD017927	14.7961347	0.461529307	1.189464038	0.388014511	0.698005295	0.999973456
AMEX60DD017933	9.365558692	0.029373655	1.635671125	0.017958167	0.985672226	NA
AMEX60DD017947	21291.99927	3.218831391	1.750268357	1.839050211	0.065907801	0.733517264
AMEX60DD017948	17.32100338	4.668636884	1.592342293	2.931930468	0.003368622	0.112472668
AMEX60DD017949	95.03277582	7.637086602	1.491888935	5.119071817	3.0704303235676e-07	6.73543369670829e-05
AMEX60DD017950	25.31795044	4.004702888	1.616486045	2.477412595	0.013233882	0.277760828
AMEX60DD017957	612.8668634	1.86365086	0.526639044	3.538763186	0.000402006	0.023888335
AMEX60DD017968	70.05971911	2.759121296	1.262529027	2.185392365	0.02886009	0.455741394
AMEX60DD017969	91.41391893	1.044936048	1.511972714	0.691107742	0.489497835	0.999973456
AMEX60DD017974	8199.994789	0.318537645	0.219394233	1.45189616	0.146530481	0.999973456
AMEX60DD017975	23.15325538	0.567555535	0.900460864	0.630294506	0.528501917	0.999973456
AMEX60DD017976	339.3776523	-0.359129903	0.371685813	-0.966219024	0.333934595	0.999973456
AMEX60DD017979	255.3875558	1.404054687	0.62691174	2.239636934	0.025114503	0.420431137
AMEX60DD017981	691.9313204	0.857969093	0.578676711	1.482639748	0.138170151	0.999973456
AMEX60DD017983	480.0116164	0.036299437	0.516370043	0.070297334	0.943957005	0.999973456
AMEX60DD017986	29.13257739	1.959125542	0.840931992	2.32970747	0.019821617	0.362738704
AMEX60DD017987	42.55020453	0.928782755	0.721433582	1.287412699	0.19795048	0.999973456
AMEX60DD017988	2378.36616	-0.128395524	0.325284585	-0.394717517	0.693051374	0.999973456
AMEX60DD017990	2605.706483	-0.107651182	0.22781948	-0.472528434	0.636549651	0.999973456
AMEX60DD017992	10.99597249	0.986565431	1.302573623	0.757397059	0.448812017	0.999973456
AMEX60DD017993	153.747542	7.772948605	1.214342098	6.400954575	1.54408511006549e-10	7.10642464773673e-08
AMEX60DD017997	134.1058279	6.204451536	0.944984522	6.565664721	5.18012540363893e-11	2.70195341053806e-08
AMEX60DD017999	334.2428638	4.873140022	1.227782789	3.969057123	7.21575841865205e-05	0.006668043
AMEX60DD018000	2112.922183	0.106798718	0.229665186	0.465019185	0.641917718	0.999973456
AMEX60DD018001	980.9259369	-0.099814911	0.235852936	-0.423208263	0.672143319	0.999973456
AMEX60DD018003	196.5161977	-0.096119804	0.375224408	-0.256166183	0.79782252	0.999973456
AMEX60DD018004	7909.458607	1.391158415	0.401668941	3.463445318	0.000533305	0.029615564
AMEX60DD018006	47.10787258	0.807604607	1.158543612	0.697086065	0.485748935	0.999973456
AMEX60DD018010	15.29116145	3.04448306	1.244364846	2.446616096	0.014420435	0.296648942
AMEX60DD018016	599.3379264	0.35036703	0.442151848	0.792413358	0.428119693	0.999973456
AMEX60DD018018	63019.35382	-0.080967316	0.233394312	-0.346912122	0.72865734	0.999973456
AMEX60DD018021	387.2405416	0.020751641	0.482753707	0.042985979	0.96571271	0.999973456
AMEX60DD018022	838.9028694	-0.683406175	0.532683402	-1.282950008	0.199509591	0.999973456
AMEX60DD018024	2946.820019	-0.438485413	0.328765189	-1.333734313	0.182290945	0.999973456
AMEX60DD018030	515.9058093	-0.177004734	0.520321328	-0.340183507	0.733718338	0.999973456
AMEX60DD018034	556.0467933	4.468941009	2.997863098	1.490708836	0.136037955	0.999973456
AMEX60DD018035	280.3192453	-0.801527293	0.837995767	-0.956481315	0.33882912	0.999973456
AMEX60DD018036	8379.956736	0.119525337	0.311975182	0.383124504	0.701627452	0.999973456
AMEX60DD018037	12.58506314	-0.122756431	1.264823614	-0.09705419	0.92268336	0.999973456
AMEX60DD018044	624.8918118	0.204862016	0.383866317	0.533680624	0.593562517	0.999973456
AMEX60DD018045	4662.405184	0.286911784	0.251430971	1.141115524	0.253821852	0.999973456
AMEX60DD018047	25.75879695	-0.770474446	1.511788401	-0.509644369	0.610300634	0.999973456
AMEX60DD018054	869.0907912	-0.239337301	0.245903843	-0.973296304	0.330406059	0.999973456
AMEX60DD018055	36.37947526	-0.702841099	0.807337826	-0.870566294	0.383991007	0.999973456
AMEX60DD018057	1275.018388	0.174575821	0.309311154	0.564401958	0.572480607	0.999973456
AMEX60DD018058	25.96597191	-0.233826268	0.991650481	-0.235795043	0.813591715	0.999973456
AMEX60DD018059	796.4280141	-0.313957367	0.227993069	-1.377047857	0.168497452	0.999973456
AMEX60DD018061	3989.865506	0.006615368	0.223218802	0.029636248	0.976357156	0.999973456
AMEX60DD018070	4126.27977	0.221182587	0.204248192	1.082910871	0.278847986	0.999973456
AMEX60DD018073	1409.589181	0.137326049	0.398502126	0.344605563	0.730390923	0.999973456
AMEX60DD018075	43.75186913	-0.423861476	1.708604296	-0.248074687	0.80407662	0.999973456
AMEX60DD018076	2687.29277	-0.171328893	0.27736308	-0.617706196	0.536769027	0.999973456
AMEX60DD018077	10.92006406	-0.99419905	2.476082695	-0.40152094	0.688036625	0.999973456
AMEX60DD018080	267.0460328	-0.143951412	0.401265449	-0.358743601	0.719786907	0.999973456
AMEX60DD018081	443.5013796	-0.496741001	0.591849962	-0.839302244	0.401299724	0.999973456
AMEX60DD018082	1979.400111	-0.02339852	0.360098718	-0.064978071	0.94819146	0.999973456
AMEX60DD018086	595.3272554	0.195914124	0.261313233	0.749729058	0.453417903	0.999973456
AMEX60DD018092	104.0335758	1.30502535	3.182100426	0.410114445	0.681721997	0.999973456
AMEX60DD018093	26.170297	-0.398346047	1.035444751	-0.384710094	0.700452216	0.999973456
AMEX60DD018095	621.99472	-0.015124429	0.321238869	-0.047081566	0.962448219	0.999973456
AMEX60DD018096	71.61312983	-0.506186852	0.634671713	-0.797556975	0.425127627	0.999973456
AMEX60DD018097	99.45772268	-0.544326284	0.55703734	-0.977180963	0.328479571	0.999973456
AMEX60DD018098	7.67169975	0.496236826	1.558821703	0.318340979	0.750226303	NA
AMEX60DD018100	20.05460026	0.446471328	1.119261002	0.398898316	0.68996813	0.999973456
AMEX60DD018103	41.66410564	-0.021574275	0.731619009	-0.029488401	0.97647507	0.999973456
AMEX60DD018109	172.9501356	-0.309544961	0.428511644	-0.722372343	0.470065586	0.999973456
AMEX60DD018111	938.8026651	-0.83593975	0.37577691	-2.224563904	0.026110528	0.430270245
AMEX60DD018120	39.85843689	0.380312606	0.822275546	0.462512363	0.643713939	0.999973456
AMEX60DD018123	40.17304028	-0.209830094	0.757449915	-0.277021741	0.781763412	0.999973456
AMEX60DD018124	24.59110411	0.31696037	0.942425835	0.33632394	0.736626599	0.999973456
AMEX60DD018125	396.3006042	0.222015806	0.510584226	0.434826999	0.663688006	0.999973456
AMEX60DD018129	122.6978346	3.255451854	1.406647111	2.31433444	0.020649384	0.374272078
AMEX60DD018131	100.0666049	-0.283567662	0.464938507	-0.609903584	0.541925678	0.999973456
AMEX60DD018132	1004.461553	1.776818252	0.264223945	6.724667792	1.75993508702034e-11	1.00754137469613e-08
AMEX60DD018136	369.7662928	0.230729981	0.376986444	0.612037871	0.540512702	0.999973456
AMEX60DD018138	25.07643433	3.425617524	1.296459425	2.642286722	0.008234831	0.20475419
AMEX60DD018139	1176.814656	0.251998902	0.285495187	0.882673033	0.377412956	0.999973456
AMEX60DD018141	5076.227465	0.034521053	0.348551686	0.099041419	0.921105384	0.999973456
AMEX60DD018143	56326.06443	-0.260664103	0.432888134	-0.602151187	0.547073505	0.999973456
AMEX60DD018145	23514.53818	0.287261178	0.236959221	1.212281069	0.225404808	0.999973456
AMEX60DD018150	8.740217284	0.7262963	1.555832043	0.46682179	0.640627384	NA
AMEX60DD018151	735.1135454	0.311477524	0.709614194	0.438939253	0.660705553	0.999973456
AMEX60DD018152	45.53554091	-0.565307172	0.712573632	-0.79333159	0.427584657	0.999973456
AMEX60DD018154	13.76333089	-1.260846955	1.17460358	-1.073423389	0.283081195	0.999973456
AMEX60DD018155	71.63212194	-0.097109555	0.717144191	-0.135411478	0.892286549	0.999973456
AMEX60DD018156	15.47774854	-0.414028492	1.214369238	-0.340941189	0.733147856	0.999973456
AMEX60DD018157	254.8257293	-0.556218568	0.352197082	-1.579282161	0.114271352	0.982842495
AMEX60DD018160	5211.018266	-0.109611155	0.245207708	-0.447013497	0.654865315	0.999973456
AMEX60DD018162	3043.450055	-0.16062264	0.265655106	-0.604628467	0.545425888	0.999973456
AMEX60DD018164	8367.753839	-0.045911346	0.194035565	-0.236613047	0.812956997	0.999973456
AMEX60DD018169	7278.855509	0.589777904	0.275179855	2.143245198	0.032093415	0.486311576
AMEX60DD018174	51.70737271	-1.267138419	0.745444745	-1.699842179	0.089160615	0.863053314
AMEX60DD018175	883.4006348	-0.152167704	0.296865977	-0.512580476	0.608244813	0.999973456
AMEX60DD018176	1866.159687	-0.038850097	0.228635371	-0.169921641	0.865071762	0.999973456
AMEX60DD018179	268.9289758	0.137920314	0.560414517	0.246104106	0.805601644	0.999973456
AMEX60DD018181	3975.260066	0.075551298	0.252509956	0.299201266	0.764786484	0.999973456
AMEX60DD018183	807.4728127	-0.035752363	0.263928532	-0.135462289	0.892246379	0.999973456
AMEX60DD018184	681.7155875	-0.118027279	0.323390716	-0.364968049	0.715135257	0.999973456
AMEX60DD018185	83.09185592	-0.424996573	0.532989185	-0.79738311	0.425228566	0.999973456
AMEX60DD018186	3450.204047	-0.052490842	0.339729882	-0.154507581	0.877209534	0.999973456
AMEX60DD018187	16.02725442	-0.566240816	1.316558079	-0.430091787	0.667128874	0.999973456
AMEX60DD018191	267.7784631	-0.079437585	0.350327502	-0.226752352	0.820616316	0.999973456
AMEX60DD018194	21.07189299	-0.7946258	1.134120001	-0.700654075	0.483518923	0.999973456
AMEX60DD018200	207.5742352	-0.116637903	0.355412046	-0.32817656	0.74277817	0.999973456
AMEX60DD018202	3247.868612	0.093124857	0.238737267	0.390072559	0.696482894	0.999973456
AMEX60DD018204	254.202812	0.143230966	0.531538888	0.269464697	0.787572105	0.999973456
AMEX60DD018205	21.31471331	-0.413737201	1.025919208	-0.403284389	0.686739025	0.999973456
AMEX60DD018207	234.2758271	0.532300682	0.387263344	1.374518633	0.16928073	0.999973456
AMEX60DD018209	16.98979719	-1.57851744	1.083818747	-1.456440428	0.145270906	0.999973456
AMEX60DD018210	37.93913566	-0.934935445	0.835726919	-1.118709262	0.263264192	0.999973456
AMEX60DD018211	639.3323622	-0.287809687	0.364392452	-0.789834383	0.429624496	0.999973456
AMEX60DD018217	734.925189	0.082646266	0.318419268	0.259551711	0.795209589	0.999973456
AMEX60DD018218	479.4787423	0.169259178	0.276871281	0.61132804	0.540982431	0.999973456
AMEX60DD018219	435.145068	-0.137721403	0.29299816	-0.470041868	0.638325105	0.999973456
AMEX60DD018220	3838.052647	-0.234558067	0.319812543	-0.733423602	0.463300109	0.999973456
AMEX60DD018222	6436.566081	-0.132923054	0.244441831	-0.543781944	0.586591535	0.999973456
AMEX60DD018224	2570.267075	-0.035011836	0.20391085	-0.171701681	0.863672064	0.999973456
AMEX60DD018225	7109.796672	1.97763413	0.432396712	4.573656722	4.79284867269402e-06	0.000712011
AMEX60DD018228	427.8612062	1.769852127	0.336152256	5.265031236	1.40165524076753e-07	3.4270470636766e-05
AMEX60DD018230	10.99004134	0.38093917	1.616844622	0.235606542	0.813737997	0.999973456
AMEX60DD018236	1001.781972	-0.041171624	0.236999868	-0.173720028	0.862085497	0.999973456
AMEX60DD018248	189.3390288	1.121323249	0.408663224	2.743880979	0.006071755	0.167666151
AMEX60DD018250	20.94381941	0.667975541	0.969030956	0.689323222	0.490619887	0.999973456
AMEX60DD018254	98.42112172	1.424291912	0.629118315	2.26394921	0.023577239	0.403356376
AMEX60DD018255	569.1236498	0.163367918	0.28855307	0.566162467	0.571283342	0.999973456
AMEX60DD018259	41.31044052	0.024370452	0.753999453	0.032321578	0.974215601	0.999973456
AMEX60DD018261	1091.23399	-0.357195985	0.552698136	-0.646276805	0.518100107	0.999973456
AMEX60DD018265	778.5422467	-0.055965936	0.240784501	-0.232431638	0.816202778	0.999973456
AMEX60DD018266	1026.198851	0.180651087	0.277925319	0.649998665	0.515693084	0.999973456
AMEX60DD018267	1284.016941	-0.098874571	0.240054866	-0.411883219	0.680425021	0.999973456
AMEX60DD018269	322.973248	-0.392650837	0.307953749	-1.275031844	0.202297971	0.999973456
AMEX60DD018272	21.47895953	0.979517325	0.943223298	1.038478722	0.299047237	0.999973456
AMEX60DD018273	7686.68888	-0.399110649	0.185257071	-2.154361213	0.031211856	0.477266893
AMEX60DD018277	367.0900288	-0.025086745	0.301098564	-0.083317385	0.933599177	0.999973456
AMEX60DD018279	24.45275518	0.597671063	0.996969933	0.599487551	0.548847809	0.999973456
AMEX60DD018282	41.69715429	-0.325366323	0.766942025	-0.424238485	0.671391897	0.999973456
AMEX60DD018285	276.3755423	0.032571193	0.334091573	0.097491811	0.922335837	0.999973456
AMEX60DD018289	487.6521626	-0.052108027	0.276059208	-0.188756709	0.850283503	0.999973456
AMEX60DD018294	15.25429728	-0.454422515	1.277690298	-0.355659361	0.722095683	0.999973456
AMEX60DD018299	17.14287985	0.477555437	1.731052808	0.275875718	0.782643524	0.999973456
AMEX60DD018305	9.412839043	0.267840883	1.342739852	0.1994734	0.841892449	NA
AMEX60DD018306	355.4937799	1.211586849	0.707711169	1.711979267	0.086900489	0.855590723
AMEX60DD018307	3533.054542	0.166976851	0.208045216	0.80259885	0.422206633	0.999973456
AMEX60DD018308	358.0169581	0.326968004	0.385219706	0.848783173	0.396001955	0.999973456
AMEX60DD018318	2647.398666	-0.124334078	0.30490001	-0.407786403	0.683430497	0.999973456
AMEX60DD018320	1475.600453	0.046946886	0.239632381	0.195912112	0.844678957	0.999973456
AMEX60DD018321	251.9233405	0.134876432	0.394057706	0.34227584	0.732143316	0.999973456
AMEX60DD018323	483.0990973	-0.051779116	0.277733135	-0.18643478	0.85210382	0.999973456
AMEX60DD018325	257.1585777	-0.032291548	0.454791406	-0.071002986	0.943395379	0.999973456
AMEX60DD018327	431.4364012	-0.035434205	0.356139934	-0.099495176	0.920745118	0.999973456
AMEX60DD018331	59.34969808	-0.017664693	0.585454457	-0.030172618	0.975929387	0.999973456
AMEX60DD018332	69.07552752	0.222855853	0.550208389	0.405038994	0.685448848	0.999973456
AMEX60DD018337	1240.04957	-0.122804599	0.236515367	-0.519224612	0.603604118	0.999973456
AMEX60DD018338	2216.911718	-0.253015255	0.216299264	-1.169746259	0.242103096	0.999973456
AMEX60DD018340	59.465972	-0.478991458	0.763142938	-0.62765628	0.530229131	0.999973456
AMEX60DD018342	59.12979291	-1.24552351	0.700206058	-1.778795678	0.075273266	0.795862208
AMEX60DD018343	17.89362505	4.621595008	1.453487222	3.179659882	0.00147448	0.062488743
AMEX60DD018345	8.921850576	-0.662000578	1.768265721	-0.374378449	0.708122774	NA
AMEX60DD018347	1586.593541	-0.144066844	0.447268633	-0.322103616	0.747374199	0.999973456
