"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","G protein-coupled receptor activity","GO:0004930","false","0.0000020941423938800163","5.678993791246563","218","747","39","13664","ENSG00000013588,ENSG00000064989,ENSG00000075275,ENSG00000101292,ENSG00000104213,ENSG00000112038,ENSG00000112164,ENSG00000115353,ENSG00000121966,ENSG00000122679,ENSG00000123146,ENSG00000125384,ENSG00000132170,ENSG00000136160,ENSG00000144476,ENSG00000150594,ENSG00000153294,ENSG00000160013,ENSG00000163394,ENSG00000164082,ENSG00000168412,ENSG00000168539,ENSG00000169860,ENSG00000170775,ENSG00000171631,ENSG00000173567,ENSG00000173662,ENSG00000179546,ENSG00000180720,ENSG00000180739,ENSG00000180772,ENSG00000181072,ENSG00000181656,ENSG00000182771,ENSG00000196277,ENSG00000198121,ENSG00000198963,ENSG00000213694,ENSG00000237988"
"GO:MF","sulfur compound binding","GO:1901681","false","0.000027931948126551846","4.553898773174527","188","747","34","13664","ENSG00000000971,ENSG00000009694,ENSG00000012223,ENSG00000066468,ENSG00000080573,ENSG00000091986,ENSG00000101282,ENSG00000104332,ENSG00000108688,ENSG00000108700,ENSG00000110492,ENSG00000115414,ENSG00000127418,ENSG00000130203,ENSG00000130635,ENSG00000135919,ENSG00000140285,ENSG00000154175,ENSG00000163430,ENSG00000165973,ENSG00000166106,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172638,ENSG00000173376,ENSG00000180875,ENSG00000182022,ENSG00000184613,ENSG00000185924,ENSG00000188783,ENSG00000196502,ENSG00000197093,ENSG00000198626"
"GO:MF","signaling receptor binding","GO:0005102","true","0.00004981721517168362","4.3026205535834245","896","747","93","13664","ENSG00000001617,ENSG00000006016,ENSG00000019991,ENSG00000021645,ENSG00000041982,ENSG00000056558,ENSG00000070540,ENSG00000075213,ENSG00000078098,ENSG00000078401,ENSG00000078579,ENSG00000081041,ENSG00000090932,ENSG00000091409,ENSG00000092421,ENSG00000101282,ENSG00000101463,ENSG00000103154,ENSG00000103490,ENSG00000104332,ENSG00000104826,ENSG00000105329,ENSG00000106538,ENSG00000106991,ENSG00000108231,ENSG00000108688,ENSG00000108691,ENSG00000108700,ENSG00000112530,ENSG00000114251,ENSG00000115414,ENSG00000119699,ENSG00000120332,ENSG00000120659,ENSG00000120885,ENSG00000125538,ENSG00000125730,ENSG00000125848,ENSG00000128052,ENSG00000130203,ENSG00000130635,ENSG00000135919,ENSG00000135926,ENSG00000136160,ENSG00000137077,ENSG00000139219,ENSG00000139549,ENSG00000140285,ENSG00000143816,ENSG00000143839,ENSG00000145623,ENSG00000146006,ENSG00000147065,ENSG00000150281,ENSG00000150594,ENSG00000152104,ENSG00000153029,ENSG00000153707,ENSG00000153993,ENSG00000155926,ENSG00000160223,ENSG00000160349,ENSG00000161681,ENSG00000162105,ENSG00000162344,ENSG00000163273,ENSG00000163513,ENSG00000164176,ENSG00000164674,ENSG00000165197,ENSG00000165917,ENSG00000166862,ENSG00000166863,ENSG00000166923,ENSG00000168542,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000169860,ENSG00000170891,ENSG00000173805,ENSG00000175505,ENSG00000185345,ENSG00000189292,ENSG00000196154,ENSG00000198719,ENSG00000204592,ENSG00000213694,ENSG00000219438,ENSG00000232810,ENSG00000240583,ENSG00000243364,ENSG00000271503"
"GO:MF","gated channel activity","GO:0022836","true","0.00019521884407926236","3.7094782630799785","202","747","34","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000083454,ENSG00000105464,ENSG00000107147,ENSG00000111199,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000130529,ENSG00000135902,ENSG00000136546,ENSG00000145451,ENSG00000149488,ENSG00000152049,ENSG00000165995,ENSG00000166206,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000182771,ENSG00000185101,ENSG00000185760,ENSG00000187486,ENSG00000196187,ENSG00000198515,ENSG00000198626,ENSG00000240583"
"GO:MF","chemokine activity","GO:0008009","false","0.000773411305068991","3.1115894840690084","15","747","9","13664","ENSG00000081041,ENSG00000108688,ENSG00000108691,ENSG00000108700,ENSG00000137077,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000271503"
"GO:MF","channel activity","GO:0015267","false","0.0009266281899946996","3.033094491772713","323","747","44","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000083454,ENSG00000103569,ENSG00000104518,ENSG00000105464,ENSG00000107147,ENSG00000111199,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000130529,ENSG00000132677,ENSG00000135902,ENSG00000135926,ENSG00000136546,ENSG00000145451,ENSG00000147606,ENSG00000149488,ENSG00000152049,ENSG00000152661,ENSG00000155886,ENSG00000165995,ENSG00000166206,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000169583,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000182771,ENSG00000185101,ENSG00000185760,ENSG00000187486,ENSG00000196187,ENSG00000198515,ENSG00000198626,ENSG00000198835,ENSG00000240583,ENSG00000255346"
"GO:MF","passive transmembrane transporter activity","GO:0022803","false","0.0009266281899946996","3.033094491772713","323","747","44","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000083454,ENSG00000103569,ENSG00000104518,ENSG00000105464,ENSG00000107147,ENSG00000111199,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000130529,ENSG00000132677,ENSG00000135902,ENSG00000135926,ENSG00000136546,ENSG00000145451,ENSG00000147606,ENSG00000149488,ENSG00000152049,ENSG00000152661,ENSG00000155886,ENSG00000165995,ENSG00000166206,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000169583,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000182771,ENSG00000185101,ENSG00000185760,ENSG00000187486,ENSG00000196187,ENSG00000198515,ENSG00000198626,ENSG00000198835,ENSG00000240583,ENSG00000255346"
"GO:MF","extracellular matrix structural constituent conferring tensile strength","GO:0030020","false","0.0017594470979940264","2.7546237867399417","31","747","12","13664","ENSG00000080573,ENSG00000108821,ENSG00000130635,ENSG00000139219,ENSG00000142173,ENSG00000163359,ENSG00000164692,ENSG00000168542,ENSG00000169436,ENSG00000171812,ENSG00000182871,ENSG00000204248"
"GO:MF","calcium ion binding","GO:0005509","true","0.0039982915197087614","2.398125544188562","497","747","57","13664","ENSG00000021826,ENSG00000038427,ENSG00000049323,ENSG00000053108,ENSG00000075275,ENSG00000083857,ENSG00000086717,ENSG00000087303,ENSG00000089169,ENSG00000090932,ENSG00000095587,ENSG00000095713,ENSG00000100314,ENSG00000103154,ENSG00000104327,ENSG00000114805,ENSG00000115468,ENSG00000123146,ENSG00000123610,ENSG00000130164,ENSG00000130529,ENSG00000130962,ENSG00000132561,ENSG00000134013,ENSG00000135048,ENSG00000138119,ENSG00000138650,ENSG00000138772,ENSG00000139549,ENSG00000140279,ENSG00000149527,ENSG00000152377,ENSG00000157087,ENSG00000158220,ENSG00000163191,ENSG00000163430,ENSG00000164176,ENSG00000165194,ENSG00000165323,ENSG00000165973,ENSG00000168843,ENSG00000169891,ENSG00000172638,ENSG00000174807,ENSG00000176884,ENSG00000177706,ENSG00000179242,ENSG00000184613,ENSG00000188015,ENSG00000196154,ENSG00000196277,ENSG00000196562,ENSG00000197747,ENSG00000198626,ENSG00000198719,ENSG00000198959,ENSG00000255346"
"GO:MF","monoatomic cation channel activity","GO:0005261","false","0.006737199096108663","2.1715206182902294","232","747","34","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000083454,ENSG00000105464,ENSG00000107147,ENSG00000111199,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000130529,ENSG00000135902,ENSG00000135926,ENSG00000136546,ENSG00000149488,ENSG00000152049,ENSG00000155886,ENSG00000165995,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000185101,ENSG00000185760,ENSG00000187486,ENSG00000196187,ENSG00000198515,ENSG00000198626,ENSG00000240583,ENSG00000255346"
"GO:MF","monoatomic ion channel activity","GO:0005216","false","0.010202341328824714","1.9913001508356736","292","747","39","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000083454,ENSG00000105464,ENSG00000107147,ENSG00000111199,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000130529,ENSG00000135902,ENSG00000135926,ENSG00000136546,ENSG00000145451,ENSG00000147606,ENSG00000149488,ENSG00000152049,ENSG00000155886,ENSG00000165995,ENSG00000166206,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000169583,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000182771,ENSG00000185101,ENSG00000185760,ENSG00000187486,ENSG00000196187,ENSG00000198515,ENSG00000198626,ENSG00000240583,ENSG00000255346"
"GO:MF","growth factor binding","GO:0019838","true","0.01138862589513126","1.9435286729500727","106","747","21","13664","ENSG00000049323,ENSG00000053108,ENSG00000064300,ENSG00000066468,ENSG00000091409,ENSG00000106991,ENSG00000108821,ENSG00000115461,ENSG00000119699,ENSG00000127418,ENSG00000128052,ENSG00000130635,ENSG00000137441,ENSG00000139219,ENSG00000145623,ENSG00000148053,ENSG00000157404,ENSG00000163513,ENSG00000164692,ENSG00000168542,ENSG00000173805"
"GO:MF","cytokine receptor binding","GO:0005126","false","0.012221935712695652","1.9128600049964053","144","747","25","13664","ENSG00000006016,ENSG00000056558,ENSG00000081041,ENSG00000103490,ENSG00000105329,ENSG00000106991,ENSG00000108688,ENSG00000108691,ENSG00000108700,ENSG00000119699,ENSG00000120659,ENSG00000125538,ENSG00000135926,ENSG00000137077,ENSG00000145623,ENSG00000150281,ENSG00000163513,ENSG00000165197,ENSG00000166923,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000175505,ENSG00000232810,ENSG00000271503"
"GO:MF","voltage-gated monoatomic ion channel activity","GO:0005244","false","0.013166158277119751","1.8805409283365615","116","747","22","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000083454,ENSG00000105464,ENSG00000107147,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000149488,ENSG00000152049,ENSG00000165995,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000185760,ENSG00000187486"
"GO:MF","voltage-gated channel activity","GO:0022832","false","0.017966595226559745","1.7455342164033825","118","747","22","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000083454,ENSG00000105464,ENSG00000107147,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000149488,ENSG00000152049,ENSG00000165995,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000185760,ENSG00000187486"
"GO:MF","metal ion transmembrane transporter activity","GO:0046873","true","0.023199630279859995","1.6345189361735868","313","747","40","13664","ENSG00000006071,ENSG00000069431,ENSG00000080709,ENSG00000103546,ENSG00000105464,ENSG00000107147,ENSG00000111199,ENSG00000112038,ENSG00000129159,ENSG00000130433,ENSG00000130529,ENSG00000131389,ENSG00000132164,ENSG00000135926,ENSG00000136546,ENSG00000140675,ENSG00000149488,ENSG00000152049,ENSG00000155886,ENSG00000157087,ENSG00000157103,ENSG00000158014,ENSG00000163293,ENSG00000165646,ENSG00000165970,ENSG00000165995,ENSG00000166862,ENSG00000168418,ENSG00000169427,ENSG00000171227,ENSG00000171303,ENSG00000176884,ENSG00000177272,ENSG00000177301,ENSG00000185101,ENSG00000185760,ENSG00000187486,ENSG00000198515,ENSG00000198626,ENSG00000240583"
