"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","signaling receptor activity","GO:0038023","true","5.50896703748598e-17","16.25892982618917","630","747","98","13664","ENSG00000006016,ENSG00000006071,ENSG00000011028,ENSG00000013588,ENSG00000021645,ENSG00000049249,ENSG00000049323,ENSG00000064300,ENSG00000064989,ENSG00000066468,ENSG00000067182,ENSG00000069431,ENSG00000075275,ENSG00000077092,ENSG00000077238,ENSG00000083454,ENSG00000091592,ENSG00000101000,ENSG00000101292,ENSG00000103490,ENSG00000104213,ENSG00000105464,ENSG00000106991,ENSG00000110195,ENSG00000111199,ENSG00000112038,ENSG00000112164,ENSG00000113763,ENSG00000115353,ENSG00000116678,ENSG00000117525,ENSG00000119508,ENSG00000121966,ENSG00000122679,ENSG00000123146,ENSG00000125384,ENSG00000127418,ENSG00000128052,ENSG00000132170,ENSG00000132256,ENSG00000135902,ENSG00000136160,ENSG00000136546,ENSG00000144476,ENSG00000145451,ENSG00000145623,ENSG00000148053,ENSG00000150594,ENSG00000152894,ENSG00000153029,ENSG00000153294,ENSG00000153707,ENSG00000154133,ENSG00000154928,ENSG00000156687,ENSG00000157404,ENSG00000158270,ENSG00000160013,ENSG00000162894,ENSG00000163394,ENSG00000163513,ENSG00000164082,ENSG00000164342,ENSG00000164509,ENSG00000166206,ENSG00000166825,ENSG00000167664,ENSG00000168412,ENSG00000168539,ENSG00000169860,ENSG00000170775,ENSG00000171631,ENSG00000172572,ENSG00000173567,ENSG00000173662,ENSG00000176884,ENSG00000179546,ENSG00000180720,ENSG00000180739,ENSG00000180772,ENSG00000181072,ENSG00000181656,ENSG00000182771,ENSG00000183098,ENSG00000185291,ENSG00000185551,ENSG00000185924,ENSG00000186827,ENSG00000187323,ENSG00000196187,ENSG00000196277,ENSG00000196664,ENSG00000198121,ENSG00000198963,ENSG00000213694,ENSG00000221866,ENSG00000237988,ENSG00000243364"
"GO:MF","molecular transducer activity","GO:0060089","false","5.50896703748598e-17","16.25892982618917","630","747","98","13664","ENSG00000006016,ENSG00000006071,ENSG00000011028,ENSG00000013588,ENSG00000021645,ENSG00000049249,ENSG00000049323,ENSG00000064300,ENSG00000064989,ENSG00000066468,ENSG00000067182,ENSG00000069431,ENSG00000075275,ENSG00000077092,ENSG00000077238,ENSG00000083454,ENSG00000091592,ENSG00000101000,ENSG00000101292,ENSG00000103490,ENSG00000104213,ENSG00000105464,ENSG00000106991,ENSG00000110195,ENSG00000111199,ENSG00000112038,ENSG00000112164,ENSG00000113763,ENSG00000115353,ENSG00000116678,ENSG00000117525,ENSG00000119508,ENSG00000121966,ENSG00000122679,ENSG00000123146,ENSG00000125384,ENSG00000127418,ENSG00000128052,ENSG00000132170,ENSG00000132256,ENSG00000135902,ENSG00000136160,ENSG00000136546,ENSG00000144476,ENSG00000145451,ENSG00000145623,ENSG00000148053,ENSG00000150594,ENSG00000152894,ENSG00000153029,ENSG00000153294,ENSG00000153707,ENSG00000154133,ENSG00000154928,ENSG00000156687,ENSG00000157404,ENSG00000158270,ENSG00000160013,ENSG00000162894,ENSG00000163394,ENSG00000163513,ENSG00000164082,ENSG00000164342,ENSG00000164509,ENSG00000166206,ENSG00000166825,ENSG00000167664,ENSG00000168412,ENSG00000168539,ENSG00000169860,ENSG00000170775,ENSG00000171631,ENSG00000172572,ENSG00000173567,ENSG00000173662,ENSG00000176884,ENSG00000179546,ENSG00000180720,ENSG00000180739,ENSG00000180772,ENSG00000181072,ENSG00000181656,ENSG00000182771,ENSG00000183098,ENSG00000185291,ENSG00000185551,ENSG00000185924,ENSG00000186827,ENSG00000187323,ENSG00000196187,ENSG00000196277,ENSG00000196664,ENSG00000198121,ENSG00000198963,ENSG00000213694,ENSG00000221866,ENSG00000237988,ENSG00000243364"
"GO:MF","transmembrane signaling receptor activity","GO:0004888","false","3.08985512559949e-15","14.510061882914231","475","747","80","13664","ENSG00000006016,ENSG00000006071,ENSG00000013588,ENSG00000021645,ENSG00000049323,ENSG00000064300,ENSG00000064989,ENSG00000066468,ENSG00000067182,ENSG00000069431,ENSG00000075275,ENSG00000077238,ENSG00000083454,ENSG00000101292,ENSG00000104213,ENSG00000105464,ENSG00000106991,ENSG00000111199,ENSG00000112038,ENSG00000112164,ENSG00000113763,ENSG00000115353,ENSG00000116678,ENSG00000117525,ENSG00000121966,ENSG00000122679,ENSG00000123146,ENSG00000125384,ENSG00000127418,ENSG00000128052,ENSG00000132170,ENSG00000135902,ENSG00000136160,ENSG00000136546,ENSG00000144476,ENSG00000145451,ENSG00000145623,ENSG00000148053,ENSG00000150594,ENSG00000152894,ENSG00000153029,ENSG00000153294,ENSG00000153707,ENSG00000154928,ENSG00000156687,ENSG00000157404,ENSG00000160013,ENSG00000162894,ENSG00000163394,ENSG00000163513,ENSG00000164082,ENSG00000164342,ENSG00000164509,ENSG00000166206,ENSG00000168412,ENSG00000168539,ENSG00000169860,ENSG00000170775,ENSG00000171631,ENSG00000173567,ENSG00000173662,ENSG00000176884,ENSG00000179546,ENSG00000180720,ENSG00000180739,ENSG00000180772,ENSG00000181072,ENSG00000181656,ENSG00000182771,ENSG00000185291,ENSG00000186827,ENSG00000187323,ENSG00000196187,ENSG00000196277,ENSG00000198121,ENSG00000198963,ENSG00000213694,ENSG00000221866,ENSG00000237988,ENSG00000243364"
"GO:MF","signaling receptor activator activity","GO:0030546","true","1.188060546821788e-13","12.925161425953688","271","747","56","13664","ENSG00000001617,ENSG00000006016,ENSG00000019991,ENSG00000075213,ENSG00000078401,ENSG00000078579,ENSG00000081041,ENSG00000092421,ENSG00000102265,ENSG00000104826,ENSG00000105329,ENSG00000106991,ENSG00000108688,ENSG00000108691,ENSG00000108700,ENSG00000110492,ENSG00000113739,ENSG00000114251,ENSG00000115414,ENSG00000115461,ENSG00000119699,ENSG00000120659,ENSG00000120885,ENSG00000125538,ENSG00000125730,ENSG00000125848,ENSG00000130203,ENSG00000137077,ENSG00000139269,ENSG00000140285,ENSG00000143816,ENSG00000143869,ENSG00000147869,ENSG00000150281,ENSG00000153993,ENSG00000160223,ENSG00000162344,ENSG00000163273,ENSG00000163377,ENSG00000164326,ENSG00000165197,ENSG00000166923,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172247,ENSG00000175505,ENSG00000180875,ENSG00000189292,ENSG00000196154,ENSG00000198719,ENSG00000204592,ENSG00000219438,ENSG00000232810,ENSG00000266524,ENSG00000271503"
"GO:MF","receptor ligand activity","GO:0048018","false","1.637435411892731e-13","12.785835821602923","264","747","55","13664","ENSG00000001617,ENSG00000006016,ENSG00000019991,ENSG00000075213,ENSG00000078401,ENSG00000078579,ENSG00000081041,ENSG00000092421,ENSG00000102265,ENSG00000104826,ENSG00000105329,ENSG00000108688,ENSG00000108691,ENSG00000108700,ENSG00000110492,ENSG00000113739,ENSG00000114251,ENSG00000115414,ENSG00000115461,ENSG00000119699,ENSG00000120659,ENSG00000120885,ENSG00000125538,ENSG00000125730,ENSG00000125848,ENSG00000130203,ENSG00000137077,ENSG00000139269,ENSG00000140285,ENSG00000143816,ENSG00000143869,ENSG00000147869,ENSG00000150281,ENSG00000153993,ENSG00000160223,ENSG00000162344,ENSG00000163273,ENSG00000163377,ENSG00000164326,ENSG00000165197,ENSG00000166923,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172247,ENSG00000175505,ENSG00000180875,ENSG00000189292,ENSG00000196154,ENSG00000198719,ENSG00000204592,ENSG00000219438,ENSG00000232810,ENSG00000266524,ENSG00000271503"
"GO:MF","signaling receptor regulator activity","GO:0030545","false","2.437763887213001e-13","12.613008360836703","293","747","58","13664","ENSG00000001617,ENSG00000006016,ENSG00000019991,ENSG00000075213,ENSG00000078401,ENSG00000078579,ENSG00000081041,ENSG00000092421,ENSG00000102265,ENSG00000104826,ENSG00000105329,ENSG00000106991,ENSG00000108688,ENSG00000108691,ENSG00000108700,ENSG00000110492,ENSG00000113739,ENSG00000114251,ENSG00000115414,ENSG00000115461,ENSG00000119699,ENSG00000120659,ENSG00000120885,ENSG00000125538,ENSG00000125730,ENSG00000125848,ENSG00000130203,ENSG00000137077,ENSG00000139269,ENSG00000140285,ENSG00000143816,ENSG00000143869,ENSG00000147255,ENSG00000147869,ENSG00000150281,ENSG00000153993,ENSG00000160223,ENSG00000162344,ENSG00000163273,ENSG00000163377,ENSG00000164326,ENSG00000165197,ENSG00000166923,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172247,ENSG00000175505,ENSG00000180772,ENSG00000180875,ENSG00000189292,ENSG00000196154,ENSG00000198719,ENSG00000204592,ENSG00000219438,ENSG00000232810,ENSG00000266524,ENSG00000271503"
"GO:MF","glycosaminoglycan binding","GO:0005539","true","3.5263390996605705e-11","10.452675927422309","150","747","38","13664","ENSG00000000971,ENSG00000009694,ENSG00000011465,ENSG00000012223,ENSG00000038427,ENSG00000066468,ENSG00000080573,ENSG00000091986,ENSG00000101282,ENSG00000104332,ENSG00000106991,ENSG00000108688,ENSG00000108700,ENSG00000110492,ENSG00000115414,ENSG00000123610,ENSG00000127418,ENSG00000130203,ENSG00000130635,ENSG00000135919,ENSG00000140285,ENSG00000154175,ENSG00000163430,ENSG00000163513,ENSG00000165973,ENSG00000166106,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172638,ENSG00000173376,ENSG00000180875,ENSG00000182492,ENSG00000184613,ENSG00000185924,ENSG00000188783,ENSG00000196562,ENSG00000204381"
"GO:MF","cytokine activity","GO:0005125","false","2.9391015129162517e-10","9.531785413676277","100","747","30","13664","ENSG00000006016,ENSG00000078401,ENSG00000081041,ENSG00000102265,ENSG00000105329,ENSG00000108688,ENSG00000108691,ENSG00000108700,ENSG00000114251,ENSG00000119699,ENSG00000120659,ENSG00000125538,ENSG00000137077,ENSG00000139269,ENSG00000143816,ENSG00000143869,ENSG00000147869,ENSG00000150281,ENSG00000166923,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172247,ENSG00000175505,ENSG00000180875,ENSG00000189292,ENSG00000219438,ENSG00000232810,ENSG00000266524,ENSG00000271503"
"GO:MF","heparin binding","GO:0008201","false","4.9640262531666665e-9","8.304165930320917","110","747","30","13664","ENSG00000000971,ENSG00000009694,ENSG00000012223,ENSG00000066468,ENSG00000080573,ENSG00000091986,ENSG00000101282,ENSG00000104332,ENSG00000108688,ENSG00000108700,ENSG00000110492,ENSG00000115414,ENSG00000127418,ENSG00000130203,ENSG00000130635,ENSG00000135919,ENSG00000140285,ENSG00000154175,ENSG00000163430,ENSG00000165973,ENSG00000166106,ENSG00000169245,ENSG00000169248,ENSG00000169429,ENSG00000172638,ENSG00000173376,ENSG00000180875,ENSG00000184613,ENSG00000185924,ENSG00000188783"
"GO:MF","extracellular matrix structural constituent","GO:0005201","true","1.0813994703626767e-8","7.966013847464873","113","747","30","13664","ENSG00000011465,ENSG00000038427,ENSG00000041982,ENSG00000049323,ENSG00000080573,ENSG00000087303,ENSG00000101955,ENSG00000108821,ENSG00000115414,ENSG00000130635,ENSG00000132000,ENSG00000132561,ENSG00000139219,ENSG00000139329,ENSG00000142173,ENSG00000152377,ENSG00000154175,ENSG00000163359,ENSG00000164176,ENSG00000164692,ENSG00000166482,ENSG00000168542,ENSG00000169436,ENSG00000171812,ENSG00000172638,ENSG00000174348,ENSG00000182492,ENSG00000182871,ENSG00000188783,ENSG00000204248"
