Gene.ID	Gene.Name	Log2FC	FDR	AveExpr	undif.r1	undif.r2	undif.r3	dif.r1	dif.r2	dif.r3
ENSG00000104915	STX10	-0.333052022	0.013496615	6.43450595936718	2188	2176	1671	1528	1814	1668
ENSG00000104936	DMPK	1.281031086	0.000738453	6.64842515926238	1337	1471	1179	3815	3353	3019
ENSG00000104946	TBC1D17	0.51411868	0.010043927	5.58137170067097	896	899	691	1279	1289	1152
ENSG00000104951	IL4I1	-2.320615347	0.003518922	-1.66169725529733	15	11	17	2	4	2
ENSG00000104953	TLE6	0.762168839	0.005785149	3.61369752615333	219	203	159	357	315	368
ENSG00000104957	CCDC130	0.091576485	0.561203292	5.32960771104235	910	882	636	904	885	908
ENSG00000104960	PTOV1	-0.086181695	0.343424114	7.01799315092258	2899	2989	2392	2405	2942	2841
ENSG00000104964	AES	0.09984086	0.304135499	8.58712134413968	8242	8049	6732	8078	8803	8961
ENSG00000104967	NOVA2	-0.258814116	0.018604704	5.51705356856244	1118	1032	948	784	1047	901
ENSG00000104969	SGTA	-0.19934668	0.153390024	7.12575825443481	3382	3270	2638	2140	3321	3146
ENSG00000104973	MED25	-0.288757534	0.02151114	6.06393267366892	1645	1652	1294	1146	1505	1298
ENSG00000104976	SNAPC2	0.864076718	0.003796408	5.5781850924203	867	747	592	1550	1393	1260
ENSG00000104979	C19orf53	0.25084291	0.091817808	6.45325231712197	1786	1673	1508	2166	2082	1957
ENSG00000104980	TIMM44	-0.268380787	0.046424137	5.54463420395339	1097	1066	1004	711	1074	1012
ENSG00000104983	CCDC61	-0.928161067	0.000973511	3.02565122940639	270	221	204	118	129	136
ENSG00000104998	IL27RA	0.535621876	0.044254214	4.12590491703479	354	305	240	527	417	434
ENSG00000105011	ASF1B	-1.441893232	0.000394091	4.68951105403709	951	930	767	230	440	376
ENSG00000105048	TNNT1	0.97456666	0.000307907	6.02629294951288	1055	1067	775	1704	2160	2096
ENSG00000105053	VRK3	-0.030795829	0.788337394	4.84767231150007	600	656	543	580	661	609
ENSG00000105058	FAM32A	-0.155358676	0.093568863	7.09059151672955	3241	2900	2756	2595	2918	2873
ENSG00000105063	PPP6R1	-0.829305435	0.000374628	6.89132277127844	3454	3542	2821	1570	2207	2057
ENSG00000105072	C19orf44	-0.178744491	0.250919544	3.44202753832201	273	247	199	172	249	249
ENSG00000105085	MED26	0.012910735	0.949834546	2.38845684164935	128	104	92	84	135	127
ENSG00000105088	OLFM2	0.678594657	0.003089944	6.3692323129959	1498	1447	1118	2341	2292	2156
ENSG00000105127	AKAP8	-0.030189816	0.768438038	5.47249423197599	932	972	869	784	1048	1039
ENSG00000105131	EPHX3	-1.358489697	0.016802154	-0.925135357051159	26	15	12	6	7	7
ENSG00000105135	ILVBL	-0.17596865	0.216705933	5.72706073873228	1282	1216	991	1112	1116	1011
ENSG00000105136	ZNF419	0.491680668	0.0021118	4.31661614943538	380	345	314	441	576	523
ENSG00000105137	SYDE1	0.104996859	0.402328534	5.55478015722236	965	992	843	1064	1065	1035
ENSG00000105146	AURKC	0.050539581	0.923320105	-0.547081376158448	11	15	14	21	10	15
ENSG00000105171	POP4	-0.065624046	0.50906238	4.81917878069445	630	591	561	553	610	629
ENSG00000105173	CCNE1	-0.525267638	0.009905222	4.10285504863618	482	408	390	233	389	323
ENSG00000105176	URI1	-0.030220567	0.758794923	6.41222322257483	1852	1742	1719	1700	1856	1916
ENSG00000105185	PDCD5	-0.492454082	0.001384914	5.86295292230072	1533	1362	1371	944	1181	1069
ENSG00000105186	ANKRD27	0.186061387	0.085387498	5.02823701938881	665	652	575	632	887	757
ENSG00000105193	RPS16	-0.162111419	0.143284596	9.17335525652614	14358	13083	10566	10688	13302	11550
ENSG00000105197	TIMM50	-0.450140322	0.002036638	6.28630080435322	1938	1995	1710	1212	1609	1540
ENSG00000105202	FBL	-0.594812199	0.004301393	6.91750615230282	3267	3136	2788	1578	2647	2299
ENSG00000105204	DYRK1B	0.163601085	0.243803793	5.19650790838653	773	789	590	822	919	784
ENSG00000105219	CNTD2	1.390603229	0.016812855	-0.124013423086176	8	12	15	20	37	41
ENSG00000105220	GPI	-0.711025366	0.002458421	8.09413526455051	7667	7803	6219	3469	5768	4919
ENSG00000105221	AKT2	-0.286289209	0.013401871	7.47357255697287	4380	4289	3504	2945	3898	3668
ENSG00000105223	PLD3	1.413387607	0.004067654	8.90106290973016	6646	6664	4962	23709	15353	13128
ENSG00000105227	PRX	0.742050451	0.007512978	2.97058558504356	129	138	106	233	208	219
ENSG00000105229	PIAS4	-0.223435229	0.047477801	5.52753502905377	1081	1101	906	763	1061	968
ENSG00000105245	NUMBL	1.058984899	0.000331103	5.90856276397552	963	939	691	1778	2061	1801
ENSG00000105246	EBI3	-1.984834991	0.006780514	0.166648544866405	55	41	40	21	13	6
ENSG00000105248	YJU2	-0.66860891	0.002798464	3.84656548929062	402	423	303	221	268	253
ENSG00000105251	SHD	-2.348544347	0.000326541	6.5581742052389	4981	4620	3677	533	1071	1273
ENSG00000105254	TBCB	0.155181927	0.165165984	6.91936545690091	2633	2431	2052	2580	2731	2987
ENSG00000105255	FSD1	-0.071487825	0.743664878	6.88706061769313	2738	2749	2066	1669	3045	3058
ENSG00000105258	POLR2I	-0.203692787	0.223818459	2.67722024605151	158	135	131	111	157	121
ENSG00000105270	CLIP3	0.519429981	0.001313033	6.86354264002135	2095	2140	1786	2766	3353	2951
ENSG00000105278	ZFR2	0.815349375	0.01182581	1.67336032001551	42	61	46	80	91	103
ENSG00000105281	SLC1A5	-0.247723129	0.045579114	6.48493856635904	2105	2093	1838	1441	2166	1795
ENSG00000105287	PRKD2	0.089460903	0.399925846	6.20480103551864	1555	1638	1249	1393	1858	1718
ENSG00000105289	TJP3	1.429802222	0.015848808	-0.304317850341585	16	9	6	30	35	22
ENSG00000105290	APLP1	0.135583513	0.377110337	8.10257847866166	5927	5906	4489	6485	6356	5856
ENSG00000105298	CACTIN	-0.297508229	0.021434614	5.44915819427314	1069	1092	846	728	918	924
ENSG00000105321	CCDC9	0.238708084	0.117847945	5.16714359092715	734	737	578	868	873	796
ENSG00000105323	HNRNPUL1	-0.328599977	0.009214419	8.18865453187386	7103	7062	6066	4633	6560	5867
ENSG00000105325	FZR1	-0.514493538	0.002637346	6.21481010833955	1955	2014	1547	1135	1557	1370
ENSG00000105327	BBC3	-0.43317582	0.148933836	4.83490069698429	744	759	550	703	465	466
ENSG00000105329	AC011462.1	2.386818548	0.002155985	5.66579488111814	565	489	341	4043	2103	1873
ENSG00000105339	DENND3	0.589513132	0.000631494	4.86011759879418	526	490	447	681	851	787
ENSG00000105341	DMAC2	-0.022497189	0.799548423	6.07660869541897	1525	1411	1273	1209	1585	1581
ENSG00000105355	PLIN3	0.913755266	0.000756328	5.47317449712407	720	749	544	1301	1389	1271
ENSG00000105364	MRPL4	-0.465251532	0.004212304	5.43004949397818	1183	1077	888	658	934	810
ENSG00000105372	RPS19	-0.403293888	0.004854011	9.5368200537044	19647	17705	15618	13319	14889	13717
ENSG00000105373	NOP53	-0.133350552	0.16734165	7.67239377323826	4711	4638	3886	3952	4574	4129
ENSG00000105374	NKG7	0.26751637	0.639875935	-1.63268346473541	8	3	7	6	10	6
ENSG00000105376	ICAM5	1.837990792	0.017621128	3.65146030559794	149	163	101	815	589	290
ENSG00000105379	ETFB	-0.072223255	0.798616259	3.07681252001695	212	186	138	216	187	142
ENSG00000105393	BABAM1	-0.241012674	0.049545933	5.15432606373416	838	814	737	695	729	702
ENSG00000105397	TYK2	-0.459833471	0.002647649	6.77926291073534	2890	2833	2273	1705	2208	2203
ENSG00000105401	CDC37	-0.021021199	0.830886592	8.46242026745568	7966	7694	6375	7096	7794	7840
ENSG00000105402	NAPA	0.000927675	0.993252917	5.48628317952561	1007	957	809	947	1000	964
ENSG00000105404	RABAC1	0.939251364	0.015300109	4.46711580487776	398	345	252	841	567	620
ENSG00000105409	ATP1A3	-0.895363942	0.008318636	4.25028125257334	570	587	463	183	388	377
ENSG00000105419	MEIS3	0.548189321	0.00258423	6.89053045421338	2248	2176	1680	2941	3368	3012
ENSG00000105426	PTPRS	-0.329028485	0.0196771	8.09827080973727	6996	6975	5171	4497	5976	5494
ENSG00000105427	CNFN	2.342013456	0.000398292	1.95949870691428	40	34	31	211	174	187
ENSG00000105429	MEGF8	0.066393929	0.557217045	8.40428491325536	7635	7446	5561	6774	8035	7731
ENSG00000105438	KDELR1	0.920465937	0.003909451	7.09721663785668	2171	2139	1848	4806	4045	3472
ENSG00000105443	CYTH2	0.549038572	0.001188909	7.15743997947888	2542	2664	2113	3386	4026	3815
ENSG00000105447	GRWD1	-0.522254295	0.006726603	5.83004353755636	1527	1431	1267	761	1254	1126
ENSG00000105464	GRIN2D	2.778646355	0.000161605	3.54032829991747	106	104	67	709	716	571
ENSG00000105467	SYNGR4	0.945966589	0.060527131	-1.14708864180123	8	6	5	8	16	17
ENSG00000105472	CLEC11A	0.147450818	0.66055693	1.87179968458875	89	65	60	109	79	68
ENSG00000105479	CCDC114	1.644617922	0.000979928	1.16140949940567	22	28	27	85	86	84
ENSG00000105483	CARD8	-0.239438488	0.04313286	5.1901217290287	846	886	725	602	804	789
ENSG00000105486	LIG1	-1.113384007	0.000158401	6.48850657116992	2980	2863	2354	1056	1457	1490
ENSG00000105497	ZNF175	0.355973059	0.008410164	4.06866433509304	324	311	281	353	450	433
ENSG00000105499	PLA2G4C	-1.931935798	0.004716906	0.430362738278405	61	52	47	24	16	8
ENSG00000105514	RAB3D	0.273329844	0.045609178	5.1775349954159	724	701	613	668	1020	929
ENSG00000105516	DBP	0.500428269	0.150944931	3.31730482565922	211	189	123	336	240	215
ENSG00000105518	TMEM205	0.67325957	0.008597185	5.1663350515285	657	596	506	1098	938	921
ENSG00000105519	CAPS	0.944402505	0.001690845	4.41188056211383	332	377	248	644	671	606
ENSG00000105520	PLPPR2	0.472088786	0.012222232	6.2561532939475	1531	1455	1065	1930	1984	1928
ENSG00000105538	RASIP1	-0.325508515	0.357395339	1.07559656969408	72	36	42	38	37	47
ENSG00000105552	BCAT2	0.410124302	0.016283452	5.41935191770729	875	778	650	1079	1116	1011
ENSG00000105556	MIER2	-0.072241302	0.554212349	4.94470048451687	694	730	538	603	691	658
ENSG00000105559	PLEKHA4	0.341948343	0.01519393	5.12937587832046	724	682	527	774	924	866
ENSG00000105568	PPP2R1A	0.081921036	0.352812627	8.21315351071788	6144	6281	5416	6070	6904	6859
ENSG00000105576	TNPO2	-0.069426746	0.380212319	8.07239628433727	6054	5893	5116	4916	6173	6040
ENSG00000105605	CACNG7	0.523083609	0.017718839	7.31025923608091	2940	2970	2314	4516	4143	3717
ENSG00000105607	GCDH	-0.910358253	0.001144971	4.54707234024682	781	686	535	301	457	362
ENSG00000105610	KLF1	-0.900106139	0.178751076	-1.91921331651395	5	11	6	4	6	2
ENSG00000105612	DNASE2	1.297402444	0.016477966	5.36997024635363	591	568	470	2221	1186	1055
ENSG00000105613	MAST1	-0.680498049	0.002615402	6.30486071360179	2186	2226	1798	1004	1617	1510
ENSG00000105617	LENG1	0.404651123	0.016709051	3.30390877216043	185	178	165	238	255	244
ENSG00000105618	PRPF31	-0.285448611	0.010779225	6.10388817401234	1657	1630	1409	1247	1433	1367
ENSG00000105619	TFPT	0.374697297	0.055738872	4.68078714514597	502	503	389	683	623	596
ENSG00000105639	JAK3	0.961296548	0.012533485	3.24946822485644	164	160	101	347	271	257
ENSG00000105640	RPL18A	-0.235607555	0.031446154	6.04753972362877	1706	1471	1281	1159	1448	1363
ENSG00000105641	SLC5A5	0.276655468	0.329785204	1.30205678676268	47	59	34	48	58	71
ENSG00000105642	KCNN1	0.909445054	0.001771915	4.48386355512819	387	376	259	510	785	727
ENSG00000105643	ARRDC2	0.017091494	0.909094068	4.07262705467164	354	352	324	371	397	333
ENSG00000105647	PIK3R2	-0.517466667	0.429817541	-1.51189704242626	10	7	8	2	8	11
ENSG00000105649	RAB3A	0.172803207	0.406809294	5.4095502890098	973	901	638	686	1232	1094
ENSG00000105650	PDE4C	-1.513244452	0.011855587	-1.10929483408529	19	18	11	5	8	4
ENSG00000105655	ISYNA1	1.290656383	0.000872337	7.92674011914134	3716	3540	2494	9132	7994	7621
ENSG00000105656	ELL	-0.145092665	0.302933245	3.75350973769164	339	286	256	218	325	298
ENSG00000105662	CRTC1	0.353945514	0.034415171	5.93457958370923	1227	1231	912	1153	1740	1663
ENSG00000105664	COMP	1.024312467	0.053144802	-1.33405299663439	4	6	6	9	11	16
ENSG00000105668	UPK1A	1.261109871	0.049817633	-1.22700183198366	9	7	2	12	15	15
ENSG00000105669	COPE	0.010338923	0.924258443	7.0880252747666	3080	2934	2400	2816	3000	3043
ENSG00000105671	DDX49	-0.635266791	0.000497199	6.43522824997484	2478	2217	1986	1391	1626	1495
ENSG00000105672	ETV2	-0.003461485	0.992742324	0.0622381656177847	27	16	21	25	19	23
ENSG00000105676	ARMC6	-1.128125842	0.000529789	5.26555311181365	1272	1255	1010	405	687	633
ENSG00000105677	TMEM147	0.02223906	0.930553485	6.23729418857766	1694	1584	1355	2052	1446	1501
ENSG00000105696	TMEM59L	1.032316638	0.000767285	6.18686239563894	1191	1142	843	2295	2167	2302
ENSG00000105698	USF2	-0.371742831	0.010902922	6.55372091300679	2359	2412	1865	1694	1837	1829
ENSG00000105699	LSR	-0.772750688	0.013481864	1.00952665512295	61	53	47	34	31	34
ENSG00000105700	KXD1	-0.088639309	0.319488185	6.17958198267288	1657	1612	1360	1342	1736	1505
ENSG00000105701	FKBP8	0.357733368	0.074972875	8.14806890299618	5732	5640	4242	7635	6894	6349
ENSG00000105705	AC004475.1	-0.005181143	0.953896356	5.56797280337016	1014	1042	883	915	1106	1059
ENSG00000105708	ZNF14	0.148623284	0.426206768	2.2363466850924	86	92	98	92	118	111
ENSG00000105711	SCN1B	1.88129304	0.000408317	1.56846317326921	37	26	32	100	129	142
ENSG00000105717	PBX4	0.34862948	0.189209846	2.29462949949341	106	107	62	89	142	134
ENSG00000105722	ERF	-0.348663516	0.027741959	6.59177643165816	2429	2383	1937	1843	2048	1672
ENSG00000105723	GSK3A	-0.092173877	0.322838269	6.52830589866403	2074	2073	1751	1821	2072	1913
ENSG00000105726	ATP13A1	-0.141815556	0.324510952	7.36759218306484	3897	3839	3038	3489	3285	3424
ENSG00000105732	ZNF574	-0.157153111	0.220353972	4.64020436852358	592	585	459	406	578	564
ENSG00000105737	GRIK5	-0.289886548	0.044706882	6.46944184960172	2295	2171	1641	1663	1861	1681
ENSG00000105738	SIPA1L3	-0.535589789	0.009687143	5.71102126302945	1391	1395	1130	682	1132	1071
ENSG00000105750	ZNF85	-0.960657858	0.020900769	2.98942057263099	231	210	252	66	155	173
ENSG00000105755	ETHE1	0.420854568	0.010701277	3.50754543360915	216	208	182	268	312	275
ENSG00000105767	CADM4	0.392989953	0.06166092	6.75162584823092	2173	2037	1634	2984	2730	2335
ENSG00000105771	SMG9	-0.45224685	0.001928155	5.33896232445734	1022	1033	874	660	833	760
ENSG00000105778	AVL9	-0.014809376	0.905022972	6.79989381141703	2383	2376	2160	1846	2763	2696
ENSG00000105784	RUNDC3B	0.160927734	0.520295371	2.66569575014941	124	122	126	94	178	176
ENSG00000105792	CFAP69	0.614001902	0.006144661	2.50988028302336	104	95	84	147	160	150
ENSG00000105793	GTPBP10	0.247867423	0.036762367	4.56373520062575	478	426	437	475	621	583
ENSG00000105808	RASA4	-0.794112862	0.007191108	2.3902263871405	160	151	115	94	85	80
ENSG00000105810	CDK6	0.373539285	0.051350515	8.86058956308093	8475	7914	8831	8416	14129	12601
ENSG00000105819	PMPCB	-0.199935233	0.034504369	6.87653111312412	2787	2550	2446	2110	2661	2370
ENSG00000105821	DNAJC2	-0.470990476	0.012176222	5.73943635086537	1357	1225	1308	746	1093	1151
ENSG00000105825	TFPI2	0.011293875	0.974585979	9.15803642957002	14363	11394	9840	17233	9558	11529
ENSG00000105829	BET1	-0.021007638	0.876310042	4.94851943299223	708	587	627	653	671	665
ENSG00000105835	NAMPT	-0.380424224	0.02526307	5.50425037091666	1167	996	1036	870	941	778
ENSG00000105849	TWISTNB	-0.378634754	0.046484703	4.57515485763262	554	548	581	334	512	532
ENSG00000105854	PON2	1.14646693	0.001816809	6.48167361890546	1375	1239	1106	3396	2558	2734
ENSG00000105855	ITGB8	-1.331373907	0.000526749	2.57312689347386	234	185	166	77	80	86
ENSG00000105856	HBP1	0.656883322	0.00425175	6.03352378224786	1155	1028	1039	1883	1857	1608
ENSG00000105865	DUS4L	-0.045305909	0.68691298	4.39329180004737	464	443	412	369	476	506
ENSG00000105866	SP4	-0.840409948	0.014109317	4.39613985734044	636	583	536	198	465	416
ENSG00000105875	WDR91	0.204626915	0.086350225	4.44376931738598	457	451	350	440	551	531
ENSG00000105877	DNAH11	-0.912039775	0.302032279	-0.603075322416692	21	17	18	2	30	13
ENSG00000105879	CBLL1	-0.23445632	0.069253253	5.82818225694758	1320	1228	1260	904	1355	1180
ENSG00000105880	DLX5	5.006878308	0.004588767	0.370469213636779	3	6	4	202	234	84
ENSG00000105887	MTPN	0.173513423	0.072292217	8.96476075634649	10333	9271	9466	10240	12493	11799
ENSG00000105889	STEAP1B	1.445859112	0.005325403	-0.00432722523172351	13	11	12	29	49	30
ENSG00000105894	PTN	1.269059444	0.007743086	7.22061373918764	2255	1904	1799	7270	4445	3877
ENSG00000105926	MPP6	-0.911043225	0.002433578	6.36226337201491	2392	2319	2261	916	1416	1674
ENSG00000105928	GSDME	0.418137133	0.004154119	7.15837162910275	2758	2522	2362	3461	3725	3527
ENSG00000105939	ZC3HAV1	0.298072898	0.006310903	6.07185118923595	1328	1242	1178	1406	1777	1676
ENSG00000105948	TTC26	0.15011269	0.191508929	4.2596500482041	385	366	371	381	457	474
ENSG00000105953	OGDH	0.356193257	0.02030952	7.25779048654665	3067	2952	2380	3741	3952	3546
ENSG00000105963	ADAP1	0.03559661	0.905409536	0.317933770186726	27	28	20	27	30	24
ENSG00000105968	H2AFV	-0.291689419	0.008251196	7.89986133916842	5682	5396	5239	4076	5057	4930
ENSG00000105982	RNF32	-0.657201192	0.003944099	3.09644373213853	223	223	218	117	178	150
ENSG00000105983	LMBR1	-0.302223687	0.030297267	7.17969391739931	3553	3128	3268	2227	3239	3116
ENSG00000105993	DNAJB6	0.421460978	0.002113836	7.19427253729556	2695	2632	2487	3355	3990	3673
ENSG00000106003	LFNG	-0.333359281	0.161215524	3.10211366128334	238	228	142	129	178	196
ENSG00000106009	BRAT1	-0.380529501	0.003742163	6.6866747604256	2649	2561	2083	1724	2138	2016
ENSG00000106012	IQCE	-0.382990451	0.005547556	6.61976714642651	2421	2502	2036	1550	2137	1946
ENSG00000106013	ANKRD7	0.071763269	0.775517468	1.38883262826527	52	45	61	49	64	60
ENSG00000106018	VIPR2	1.964002472	0.012425684	3.0967886659639	96	92	78	433	566	200
ENSG00000106025	TSPAN12	-0.088334534	0.74156881	3.84945280508336	323	308	292	185	359	405
ENSG00000106028	SSBP1	-0.194992427	0.071463527	7.11042483369843	3203	2972	2955	2283	3092	3082
ENSG00000106034	CPED1	0.651692718	0.02453934	3.69346593054171	244	209	187	262	338	483
ENSG00000106049	HIBADH	0.443930735	0.075385669	5.30765233917204	766	683	646	1174	1053	810
ENSG00000106052	TAX1BP1	0.593516044	0.005249758	7.50105023712234	3179	2938	2990	5067	4869	4510
ENSG00000106066	CPVL	0.516798101	0.020988486	3.81426724771548	257	220	248	378	393	324
ENSG00000106069	CHN2	0.089176816	0.882054783	-1.29810069683499	7	12	5	12	6	9
ENSG00000106077	ABHD11	-0.206833993	0.172242224	4.54311240310957	579	535	436	483	463	465
ENSG00000106078	COBL	0.900818952	0.45567425	-0.731298674366242	6	13	9	3	56	25
ENSG00000106080	FKBP14	0.958338706	0.001915794	5.6386263443753	837	702	673	1660	1541	1326
ENSG00000106086	PLEKHA8	-0.194701335	0.160162885	6.47402312553288	2080	1950	1848	1346	2084	2062
ENSG00000106089	STX1A	-1.084244333	0.002353777	5.97594851856176	2033	1985	1673	605	1098	1217
ENSG00000106100	NOD1	0.213597956	0.08885982	4.61614717883391	487	482	438	472	597	657
ENSG00000106105	GARS	0.2382636	0.313896934	7.37367962584068	3309	3039	3081	2500	4700	5025
ENSG00000106113	CRHR2	1.051130014	0.258181367	-2.31850013539494	2	6	1	2	12	7
ENSG00000106123	EPHB6	2.497493183	0.0216888	-2.16336263803951	5	2	0	11	14	9
ENSG00000106125	MINDY4	-0.936734807	0.024223477	0.522024910465156	39	37	47	14	27	27
ENSG00000106144	CASP2	-0.043519215	0.781603208	6.00367132848574	1400	1305	1321	996	1655	1540
ENSG00000106153	CHCHD2	-0.023693325	0.77314827	8.53382599054433	8537	7725	6891	7154	8511	8240
ENSG00000106211	HSPB1	0.722271513	0.002498772	8.38582391326412	6132	6114	4103	8426	10270	9255
ENSG00000106236	NPTX2	0.343933998	0.365782853	6.54896726013175	1829	1759	1555	1171	3579	2824
ENSG00000106244	PDAP1	-0.017790598	0.828295868	8.65451797255976	8957	8629	7511	7872	9237	8923
ENSG00000106245	BUD31	0.071528982	0.412280569	6.03643652260334	1346	1327	1279	1308	1549	1517
ENSG00000106246	PTCD1	-0.082256216	0.613271577	2.79645166521151	162	163	119	122	160	158
ENSG00000106258	CYP3A5	0.604170678	0.009787511	2.70550156760776	122	93	112	161	183	177
ENSG00000106261	ZKSCAN1	0.195616678	0.064870426	8.35123157595155	6712	6279	5869	6103	8690	8133
ENSG00000106263	EIF3B	-0.690479159	0.000412969	7.96923521989753	6812	6751	6108	3506	4801	4607
ENSG00000106266	SNX8	-0.003267644	0.971845378	5.72273098550438	1203	1138	938	997	1236	1203
ENSG00000106268	NUDT1	-0.241529373	0.111601714	5.28060777523782	974	886	764	576	948	840
ENSG00000106290	TAF6	0.015779996	0.863569949	6.7872364189405	2382	2426	1996	2205	2571	2440
ENSG00000106299	WASL	0.137487156	0.109696001	6.64576308598314	2122	1918	1861	1983	2554	2309
ENSG00000106305	AIMP2	-0.113303453	0.202544483	5.36403299883901	987	864	801	746	929	904
ENSG00000106327	TFR2	-1.661076209	0.000247506	3.71292017856741	523	540	394	115	195	177
ENSG00000106328	FSCN3	2.306645819	0.012788554	-2.10693874546897	1	4	1	6	13	15
ENSG00000106330	MOSPD3	0.22844694	0.093398141	5.51694909986729	973	919	733	1060	1141	1020
ENSG00000106333	PCOLCE	0.618766805	0.131067669	9.25320967924809	11317	10891	8479	25178	14413	11979
ENSG00000106336	FBXO24	-0.603355543	0.036561019	0.789032301258384	52	43	36	27	30	33
ENSG00000106344	RBM28	-1.165877846	0.00087249	6.8111308842402	3566	3583	3251	1110	1977	1933
ENSG00000106346	USP42	-0.367504035	0.023216175	5.51116549612185	1172	1088	952	659	1076	917
ENSG00000106348	IMPDH1	-0.689606956	0.001153648	6.91345648215866	3398	3432	2679	1767	2475	1974
ENSG00000106351	AGFG2	-0.302346957	0.097089592	4.08263771503928	441	379	341	354	311	329
ENSG00000106355	LSM5	-0.3277187	0.016510763	6.08148928277472	1659	1442	1590	1112	1453	1378
ENSG00000106366	SERPINE1	1.187309682	0.082865709	1.84319463787576	64	45	37	220	90	85
ENSG00000106367	AP1S1	-0.050783971	0.805647771	7.68291979926359	4656	4522	3784	5071	4151	3948
ENSG00000106392	C1GALT1	0.327939251	0.013303019	5.64199924232257	949	899	904	1024	1277	1349
ENSG00000106397	PLOD3	0.319264378	0.291861104	7.94456612954679	5205	4897	3669	7909	5378	4942
ENSG00000106399	RPA3	-0.497790906	0.003212098	5.41123462968255	1046	1013	1064	661	842	830
ENSG00000106400	ZNHIT1	0.200447268	0.16718438	6.68346703401393	2181	1982	1774	2491	2324	2334
ENSG00000106404	CLDN15	0.004624608	0.967332437	5.6840899751851	1096	1196	897	964	1215	1177
ENSG00000106415	GLCCI1	-0.634533556	0.001705867	6.02261518756659	1621	1647	1735	967	1288	1149
ENSG00000106443	PHF14	-0.104144836	0.359862095	7.38668631857356	3640	3468	3601	2854	3801	3916
ENSG00000106459	NRF1	-0.301325232	0.019280582	4.68347791749969	600	592	567	469	541	493
ENSG00000106460	TMEM106B	0.390989265	0.014282496	6.24321461802889	1472	1281	1335	1875	1910	1841
ENSG00000106462	EZH2	-0.547358949	0.006192715	6.60936877166588	2496	2408	2385	1298	2079	1968
ENSG00000106477	CEP41	0.23767293	0.045487334	5.90114989426043	1203	1092	1105	1184	1469	1584
ENSG00000106479	ZNF862	0.298127248	0.016387925	5.37512044001742	789	824	700	931	1039	1018
ENSG00000106483	SFRP4	1.428794903	0.077892438	0.941616301919881	25	26	19	140	57	41
ENSG00000106484	MEST	7.087830315	0.003693227	3.00790915403076	21	10	12	3702	1222	1866
ENSG00000106524	ANKMY2	0.683265976	0.017405671	4.61658856029081	457	406	335	787	679	574
ENSG00000106526	ACTR3C	-1.337009228	0.001603643	1.07775624918014	73	67	66	23	27	36
ENSG00000106537	TSPAN13	0.341751165	0.009810941	5.43147610146688	865	739	767	914	1195	1058
ENSG00000106538	RARRES2	2.373032322	0.001139158	1.20786277947687	21	22	18	134	125	88
ENSG00000106554	CHCHD3	-0.728338459	0.000286397	6.84325896453527	3249	2929	2953	1695	2153	1964
ENSG00000106565	TMEM176B	-0.53326445	0.125756387	0.742392146243391	50	44	31	22	28	42
ENSG00000106588	PSMA2	-0.363169978	0.045719121	2.65840793924401	142	151	148	109	127	124
ENSG00000106591	MRPL32	-0.223381127	0.058013561	5.77792833149738	1305	1198	1158	1012	1084	1206
ENSG00000106603	COA1	-0.439004606	0.018090096	7.07841995869761	3477	3169	3079	1831	2985	2889
ENSG00000106605	BLVRA	0.268648448	0.012771301	6.62898473183188	2033	1910	1643	2061	2486	2527
ENSG00000106608	URGCP	-0.581880271	0.001723848	6.67886076698908	2807	2673	2286	1468	1926	2096
ENSG00000106609	TMEM248	0.177515615	0.110860584	7.42562373700593	3598	3255	3141	3867	4147	3849
ENSG00000106615	RHEB	-0.2008778	0.084521601	6.46157300820122	2110	1867	1862	1736	1840	1757
ENSG00000106617	PRKAG2	0.076670703	0.48795061	4.17676442050014	365	369	352	368	440	398
ENSG00000106624	AEBP1	0.735959729	0.021067196	7.38713714061815	3172	2973	2015	5459	5004	3727
ENSG00000106628	POLD2	-0.625654434	0.005889744	7.50519699068763	5047	5097	3889	2318	3839	3551
ENSG00000106633	GCK	0.710226958	0.009240139	2.03104465298628	83	64	52	95	131	115
ENSG00000106635	BCL7B	-0.282049939	0.009905222	5.86326463499573	1459	1325	1189	1038	1229	1165
ENSG00000106636	YKT6	0.045800112	0.556539181	8.51340612159868	7774	7497	6951	7190	8802	8169
ENSG00000106638	TBL2	0.025823997	0.763343798	5.88440153207071	1306	1235	1081	1180	1352	1341
ENSG00000106665	CLIP2	0.529303021	0.003145548	7.29163261133125	2873	3034	2215	3642	4555	4060
ENSG00000106682	EIF4H	-0.358412693	0.004672373	8.60534629119891	9623	9340	8306	6157	8397	7954
ENSG00000106683	LIMK1	0.483959059	0.00894608	7.08254368562512	2636	2578	1928	3404	3776	3236
ENSG00000106686	SPATA6L	0.041806274	0.847193259	2.25593929666525	98	96	96	81	105	132
ENSG00000106688	SLC1A1	-0.165235411	0.284942912	3.2037504513585	227	199	179	145	226	200
ENSG00000106692	FKTN	0.47550227	0.00222609	5.21318159988017	696	625	622	842	982	1021
ENSG00000106701	FSD1L	-0.787886427	0.00093707	4.7051584589252	757	674	689	344	455	501
ENSG00000106714	CNTNAP3	0.725857837	0.178221042	-0.988606709768603	7	8	8	7	16	21
ENSG00000106723	SPIN1	0.061108275	0.545997832	7.13753853970016	2935	2694	2884	2800	3356	3197
