Gene.ID	Gene.Name	Log2FC	FDR	AveExpr	undif.r1	undif.r2	undif.r3	dif.r1	dif.r2	dif.r3
ENSG00000000003	TSPAN6	0.928735032	0.00089991	4.59483431765995	370	343	367	722	774	669
ENSG00000000419	DPM1	0.085785467	0.452901651	5.60166247775251	1001	912	998	1004	1136	1107
ENSG00000000457	SCYL3	-0.024392239	0.812642033	4.36549964456653	453	421	409	390	463	476
ENSG00000000460	C1orf112	-1.206518087	0.00377653	4.30032637539516	674	589	603	159	380	353
ENSG00000000971	CFH	6.008135207	0.003410983	-2.33204998085404	0	0	0	70	28	21
ENSG00000001036	FUCA2	0.729503179	0.070429015	4.85681463578834	499	469	416	1185	690	651
ENSG00000001084	GCLC	0.343415032	0.005901196	5.31605474322478	754	754	676	880	1020	1016
ENSG00000001167	NFYA	0.088467281	0.363804735	6.65534793163487	2129	2000	1910	1815	2553	2446
ENSG00000001460	STPG1	0.450003301	0.005384756	3.99964085127644	297	306	244	353	433	431
ENSG00000001461	NIPAL3	0.732336418	0.004318644	4.49150536332576	404	360	314	677	636	576
ENSG00000001497	LAS1L	-0.318541532	0.012965322	6.61671478746969	2404	2368	2013	1574	2025	2149
ENSG00000001617	SEMA3F	3.189243969	7.69219e-05	4.00781150174481	140	123	74	1088	1096	988
ENSG00000001629	ANKIB1	0.237201188	0.016555221	7.42834623514353	3455	3270	3077	3480	4390	4324
ENSG00000001630	CYP51A1	1.110894516	0.001555688	3.60412941477963	194	190	133	291	496	397
ENSG00000001631	KRIT1	-0.041192044	0.738591572	4.01989699715355	357	326	334	281	384	379
ENSG00000002016	RAD52	-0.127082702	0.39857969	3.83236953375458	347	283	293	229	323	342
ENSG00000002330	BAD	0.170379361	0.23932958	4.9934733275728	670	684	510	730	732	733
ENSG00000002549	LAP3	-0.458303022	0.001347184	5.83383437013634	1482	1404	1248	964	1120	1078
ENSG00000002586	CD99	2.084939629	0.000477582	6.45948165128657	943	930	773	5079	3701	3201
ENSG00000002726	AOC1	-0.542572702	0.251396555	-1.65259115133923	10	8	5	4	7	5
ENSG00000002745	WNT16	0.186319978	0.774951554	-1.5340882943178	7	5	7	3	14	9
ENSG00000002746	HECW1	-4.012528391	0.001634743	-2.37308140543316	12	18	17	1	1	0
ENSG00000002822	MAD1L1	-0.919449339	0.04611522	-0.0318828047966928	33	25	25	8	22	18
ENSG00000002834	LASP1	0.422866991	0.003617442	6.97294998800279	2331	2382	2002	2961	3431	3059
ENSG00000002919	SNX11	0.112034708	0.18362343	5.63699951782367	1059	989	910	1020	1213	1130
ENSG00000002933	TMEM176A	-0.268684697	0.708937888	-1.31595883977846	16	12	3	6	7	10
ENSG00000003056	M6PR	-0.032424941	0.78873729	6.90533713839365	2551	2490	2441	2555	2634	2499
ENSG00000003096	KLHL13	0.19988937	0.047658765	8.40857558666488	7229	6367	6029	6581	8644	8579
ENSG00000003137	CYP26B1	7.769030569	0.006580467	2.19206770178448	7	7	4	2786	1254	905
ENSG00000003147	ICA1	0.308785139	0.086225298	7.03258798872167	2247	2399	2629	2848	3041	3607
ENSG00000003249	DBNDD1	-0.036367505	0.762964703	6.24521568288943	1753	1740	1293	1348	1855	1697
ENSG00000003393	ALS2	0.041777956	0.708005518	6.03971232833788	1448	1340	1224	1135	1616	1634
ENSG00000003402	CFLAR	0.855303992	0.000486491	4.70758697406655	422	443	339	704	786	794
ENSG00000003436	TFPI	3.29918896	0.049089547	-0.680726573369118	5	4	2	135	27	22
ENSG00000003509	NDUFAF7	-0.394798268	0.004808579	4.69317966060312	671	582	581	427	534	507
ENSG00000003756	RBM5	-0.039239783	0.637462426	6.58116202073343	2118	1986	1892	1765	2175	2216
ENSG00000003987	MTMR7	0.370954775	0.012359141	4.97429813517126	640	556	515	701	905	727
ENSG00000003989	SLC7A2	0.72482364	0.110537907	8.26439721112984	6621	4881	3695	13030	8284	5768
ENSG00000004059	ARF5	0.269860699	0.047146021	7.43606955374847	3462	3351	2944	4156	4119	4056
ENSG00000004139	SARM1	-0.804264583	0.000336342	5.75006653759164	1516	1543	1341	716	982	967
ENSG00000004142	POLDIP2	-0.251360135	0.014023583	6.91517054905311	2849	2860	2439	2083	2645	2481
ENSG00000004399	PLXND1	0.778067422	0.004929814	4.20276755241324	331	316	231	389	673	538
ENSG00000004455	AK2	-0.466376825	0.001783944	6.808016238943	2930	2687	2527	1693	2339	2208
ENSG00000004468	CD38	-0.396757458	0.222483389	0.569878437841153	35	30	40	20	29	35
ENSG00000004478	FKBP4	-0.740488317	0.003469703	8.08823172984474	7626	7240	6862	3222	5549	5275
ENSG00000004487	KDM1A	-0.505293509	0.015565966	7.91100103824921	5979	5937	5781	3130	5386	4942
ENSG00000004534	RBM6	-0.458464175	0.006013177	7.63438612639399	4953	5025	4419	2851	4129	4179
ENSG00000004660	CAMKK1	0.233955748	0.155074628	3.88529948414451	296	313	238	264	419	372
ENSG00000004700	RECQL	0.054332639	0.541648887	5.37880764686119	920	808	797	787	1022	955
ENSG00000004766	VPS50	0.289329051	0.008137973	5.79960157671345	1100	1057	957	1156	1431	1424
ENSG00000004776	HSPB6	3.690441012	0.035287707	-0.0749467750228958	10	5	2	206	45	47
ENSG00000004777	ARHGAP33	-0.085003159	0.509379054	5.38196583991878	903	994	769	697	974	984
ENSG00000004779	NDUFAB1	-0.205444182	0.087485351	5.85493010299096	1312	1246	1277	1070	1165	1268
ENSG00000004799	PDK4	2.308220153	0.01191274	2.35626884633935	52	39	49	416	246	150
ENSG00000004838	ZMYND10	-1.356620064	0.001745183	1.40281969934626	79	99	84	27	38	42
ENSG00000004864	SLC25A13	-0.210504819	0.023224757	6.90579214758798	2851	2628	2493	2116	2674	2472
ENSG00000004866	ST7	-0.243002457	0.023216175	5.14832053070325	816	816	750	625	752	743
ENSG00000004897	CDC27	-0.271605343	0.031870029	6.7005920272915	2453	2224	2382	1695	2314	2183
ENSG00000004948	CALCR	-3.157790281	0.017318703	-3.34227714318597	11	7	2	1	0	0
ENSG00000004961	HCCS	0.195844706	0.150059979	4.87261928398729	642	564	489	679	715	644
ENSG00000004975	DVL2	0.336951842	0.050912879	6.6183511442835	1902	1947	1569	2527	2451	2196
ENSG00000005007	UPF1	-0.455580996	0.002846717	7.36872715601363	4257	4252	3487	2503	3427	3310
ENSG00000005020	SKAP2	0.576148294	0.019156109	1.99418608903063	66	72	63	80	121	117
ENSG00000005022	SLC25A5	-0.434935928	0.002157776	7.69686556585485	5124	4954	4815	3359	4391	3892
ENSG00000005059	MCUB	0.338590482	0.03999512	3.80617437657395	258	254	257	265	392	373
ENSG00000005075	POLR2J	-0.074338904	0.560844214	6.3180633569441	1832	1756	1482	1700	1798	1555
ENSG00000005100	DHX33	-0.838649533	0.00040881	6.02056110608777	1861	1829	1678	829	1255	1106
ENSG00000005108	THSD7A	-0.583203903	0.020634469	6.66544071020031	2766	2566	2357	1206	2059	2314
ENSG00000005156	LIG3	-0.732209663	0.001256315	5.73848551607854	1539	1466	1261	680	1017	1033
ENSG00000005175	RPAP3	-0.331860809	0.013720871	5.20969112542575	902	806	856	644	750	749
ENSG00000005187	ACSM3	1.384197576	0.048036444	-1.14994436626488	8	8	2	19	15	13
ENSG00000005189	REXO5	-1.112650318	0.001145933	3.66573216431691	427	362	369	134	198	240
ENSG00000005194	CIAPIN1	-0.228293989	0.023968454	6.43387091271136	2105	1953	1734	1523	1806	1871
ENSG00000005206	SPPL2B	-0.112349921	0.348320817	6.0000536180254	1474	1552	1119	1199	1429	1376
ENSG00000005238	FAM214B	0.661468783	0.003181332	5.5678240751735	912	797	639	1252	1466	1172
ENSG00000005243	COPZ2	2.011185413	0.002498772	3.43071021960698	125	104	100	639	379	432
ENSG00000005249	PRKAR2B	-0.311201761	0.008263939	5.94052148104277	1569	1343	1322	1044	1317	1230
ENSG00000005302	MSL3	-0.208606149	0.033233845	5.38810948542252	963	939	878	739	931	866
ENSG00000005339	CREBBP	-0.722690306	0.00241104	6.94881349144717	3564	3436	2844	1534	2582	2265
ENSG00000005379	TSPOAP1	-0.246369736	0.050409516	4.94503741744588	773	726	585	504	674	671
ENSG00000005436	GCFC2	-0.047445269	0.664718553	5.09753065866156	766	687	699	589	830	785
ENSG00000005448	WDR54	-0.05756049	0.674163794	5.66517487293924	1116	1242	868	999	1113	1120
ENSG00000005469	CROT	0.170665791	0.224802048	4.99928408358768	697	602	564	749	716	739
ENSG00000005471	ABCB4	1.005004739	0.001966041	4.54120996925624	368	345	301	775	776	606
ENSG00000005483	KMT2E	-0.097319809	0.483436228	6.96784937272691	2758	2643	2592	1955	3088	2965
ENSG00000005486	RHBDD2	0.565206508	0.055991229	7.11178066309321	2616	2490	1965	4623	3236	3214
ENSG00000005700	IBTK	-0.309873087	0.015572689	6.33229913224366	2027	1745	1775	1486	1630	1581
ENSG00000005801	ZNF195	-0.753632194	0.000683099	6.34182398765537	2255	2178	2073	1085	1445	1567
ENSG00000005810	MYCBP2	-0.49076627	0.018086136	6.43160737048749	2263	2045	2020	1129	2035	1692
ENSG00000005812	FBXL3	0.226169621	0.098972522	4.41279356578984	434	373	409	466	503	526
ENSG00000005882	PDK2	-0.059381321	0.581072495	4.65825549879624	583	529	480	515	553	538
ENSG00000005884	ITGA3	0.586406401	0.022172587	5.20154017508093	694	687	489	1085	1018	845
ENSG00000005889	ZFX	-0.393706861	0.008051439	5.38121266235826	1090	902	966	663	869	840
ENSG00000005893	LAMP2	1.01077858	0.004596745	6.06027047031927	1060	929	916	2505	2004	1712
ENSG00000005961	ITGA2B	0.138307392	0.487964803	2.33683251165848	92	120	87	100	131	113
ENSG00000006007	GDE1	0.592839534	0.025816409	6.10358079892515	1184	1193	1079	2164	1829	1539
ENSG00000006015	REX1BD	0.057741745	0.622616307	5.78648599153171	1189	1202	961	1175	1211	1270
ENSG00000006016	CRLF1	2.398639733	0.000920947	2.68594313128934	64	57	50	406	289	283
ENSG00000006025	AC003665.1	-0.275336225	0.026246589	5.22645593912108	884	920	745	690	773	747
ENSG00000006042	TMEM98	0.186644054	0.177517504	6.7859927168973	2305	2133	1959	2641	2634	2369
ENSG00000006047	YBX2	0.860218822	0.000545057	5.76938341998162	880	901	728	1248	1874	1712
ENSG00000006062	MAP3K14	-0.219913186	0.239531863	3.23688587358769	229	243	164	147	217	209
ENSG00000006071	ABCC8	4.200022947	0.000494781	4.97926709555121	190	147	122	4194	3323	1806
ENSG00000006118	TMEM132A	2.81743e-05	0.999872045	8.34436648783645	7211	7391	5615	8114	7058	6050
ENSG00000006125	AP2B1	0.165787318	0.108528737	8.73455793975173	8739	8196	7906	8126	10395	10985
ENSG00000006194	ZNF263	-0.066904793	0.496713788	5.57240246482073	1052	1039	921	814	1134	1096
ENSG00000006210	CX3CL1	-1.24480435	0.000456455	4.61805393950758	901	767	671	375	349	316
ENSG00000006282	SPATA20	0.415902403	0.103350885	6.7501866105356	2054	2111	1624	3279	2497	2372
ENSG00000006283	CACNA1G	0.613246761	0.143192972	4.51693360897019	403	427	313	917	586	435
ENSG00000006327	TNFRSF12A	0.121974064	0.684375446	4.10921482570115	413	365	254	493	389	314
ENSG00000006377	DLX6	-0.475778723	0.007300944	3.55313162412964	311	295	249	204	238	205
ENSG00000006432	MAP3K9	-0.840774409	0.001099931	5.49494835536996	1332	1268	1139	543	922	766
ENSG00000006451	RALA	-0.166168367	0.100837123	6.89332132486259	2766	2477	2537	2030	2676	2627
ENSG00000006453	BAIAP2L1	0.255028779	0.170210692	3.69122575455646	256	252	224	237	407	290
ENSG00000006459	KDM7A	-0.045595812	0.809086936	5.28898946803576	831	771	858	594	1055	909
ENSG00000006468	ETV1	1.201439326	0.000508707	5.08063968469681	479	423	476	1143	1179	1012
ENSG00000006530	AGK	-0.054657888	0.574526913	5.78266504032836	1235	1093	1138	1052	1224	1235
ENSG00000006534	ALDH3B1	3.186511823	0.000222205	2.49795791463523	37	36	41	420	349	342
ENSG00000006576	PHTF2	-0.466894221	0.003932169	5.96734411656385	1630	1408	1510	1014	1330	1127
ENSG00000006607	FARP2	0.045622671	0.723890746	5.89157140106105	1285	1169	1159	999	1576	1402
ENSG00000006611	USH1C	6.81786493	0.002655591	-1.94308496604377	0	0	0	84	84	30
ENSG00000006625	GGCT	-0.833112084	0.000726546	5.64345651056571	1450	1336	1340	619	936	910
ENSG00000006634	DBF4	-1.464734538	0.001174902	4.86814817611832	1020	954	1043	232	517	446
ENSG00000006638	TBXA2R	0.787836836	0.01301872	1.85233145400611	78	52	43	87	122	101
ENSG00000006652	IFRD1	-0.370986407	0.003932059	6.18797695817537	1825	1644	1654	1192	1542	1446
ENSG00000006695	COX10	-0.192746579	0.19348261	4.05222733453679	371	368	358	255	381	383
ENSG00000006704	GTF2IRD1	-0.36030028	0.006841509	6.19229220360421	1842	1820	1477	1160	1568	1491
ENSG00000006712	PAF1	-0.039948083	0.770321332	6.62898905118498	2189	2194	1830	2179	2161	1996
ENSG00000006715	VPS41	0.33314549	0.008710737	7.24423035348495	2953	2747	2645	3512	3863	3668
ENSG00000006740	ARHGAP44	-0.09061772	0.813912979	-0.897726720160321	12	12	9	8	11	14
ENSG00000006744	ELAC2	-0.586651443	0.000892167	6.48366113613963	2350	2354	2077	1295	1837	1651
ENSG00000006756	ARSD	2.06082661	0.000158401	4.5855020391941	263	261	203	1156	1014	1024
ENSG00000006757	PNPLA4	1.190196472	0.000875949	3.63097365053434	190	158	157	432	405	381
ENSG00000006788	MYH13	-0.632830379	0.083417121	0.841699287175295	60	45	35	21	45	30
ENSG00000006831	ADIPOR2	0.075717862	0.422781891	6.47444645697502	1863	1792	1695	1607	2237	2135
ENSG00000006837	CDKL3	0.334861656	0.276046399	1.21307865175064	45	36	46	51	75	45
ENSG00000007047	MARK4	0.104942706	0.317483819	6.4227020592184	1828	1878	1434	1747	2112	1928
ENSG00000007062	PROM1	1.953678549	0.005065151	0.896868545428384	20	16	22	53	131	68
ENSG00000007080	CCDC124	-0.089971963	0.512583779	6.90827920053965	2940	2838	1985	2155	2810	2632
ENSG00000007168	PAFAH1B1	-0.103351951	0.279674927	7.71544459875981	4851	4419	4198	3564	4934	4790
ENSG00000007171	NOS2	-2.7630518	0.001852513	1.41173823273337	158	151	128	7	41	32
ENSG00000007174	DNAH9	2.428540483	0.014024065	-1.05435775297239	7	6	1	34	23	18
ENSG00000007202	KIAA0100	-0.302790356	0.014156551	7.63944388091667	4805	4658	4224	3127	4425	4224
ENSG00000007237	GAS7	-0.627070797	0.010218746	2.446817999133	143	143	133	70	117	101
ENSG00000007255	TRAPPC6A	0.931720442	0.003697017	3.82664320582829	242	199	192	477	414	389
ENSG00000007341	ST7L	-0.352603104	0.012842132	3.89244785872541	365	354	316	264	294	295
ENSG00000007376	RPUSD1	-1.047866798	0.000158401	4.96416308517051	1038	945	802	403	546	468
ENSG00000007384	RHBDF1	1.778280726	0.001203164	4.52699420955087	281	293	200	1137	944	742
ENSG00000007392	LUC7L	-0.078558417	0.389962842	6.78259878581756	2468	2361	2163	1983	2413	2595
ENSG00000007402	CACNA2D2	-1.166388288	0.009154393	8.82987859448772	13938	15295	12921	3622	8815	8881
ENSG00000007516	BAIAP3	1.447350201	0.002108247	1.1005633391403	30	33	18	67	92	72
ENSG00000007520	TSR3	0.009921881	0.94101884	5.44917563238679	996	931	770	961	980	907
ENSG00000007541	PIGQ	-0.159699042	0.197910354	6.19804224738088	1760	1705	1352	1477	1514	1516
ENSG00000007545	CRAMP1	-0.637329152	0.00089991	4.17562782505928	499	474	420	279	355	309
ENSG00000007866	TEAD3	0.826367388	0.001371059	4.77357887150957	461	467	347	788	839	742
ENSG00000007923	DNAJC11	-0.479901158	0.002890971	6.27682476372908	1972	2004	1693	1138	1630	1538
ENSG00000007944	MYLIP	-0.879707872	0.00114436	2.8579423324831	217	198	191	108	132	107
ENSG00000007952	NOX1	-0.941386896	0.076012602	-0.941480472001698	16	12	15	10	5	9
ENSG00000007968	E2F2	-1.258536273	0.003356522	5.49361224759318	1479	1560	1297	362	868	780
ENSG00000008018	PSMB1	0.156933595	0.154605665	7.28105708476347	3240	2903	2958	3395	3588	3672
ENSG00000008056	SYN1	-0.61320534	0.029575762	4.14578638997387	435	511	418	197	389	377
ENSG00000008083	JARID2	-0.195259545	0.096146589	6.33180754227917	1848	1810	1668	1277	1893	1779
ENSG00000008086	CDKL5	-0.206699926	0.342460147	5.43462409391147	1013	901	965	573	1114	1021
ENSG00000008118	CAMK1G	5.024659288	0.000311944	-0.400882737120331	2	1	5	95	97	86
ENSG00000008128	CDK11A	-0.264748156	0.157513119	2.64209407991578	158	155	112	106	125	140
ENSG00000008130	NADK	-0.213255929	0.051182539	6.3744907245633	1988	1988	1569	1481	1753	1780
ENSG00000008196	TFAP2B	-0.983323638	0.061415872	8.50881685117107	9941	10701	10974	2541	7657	9046
ENSG00000008226	DLEC1	-0.558774119	0.332983758	-1.38024130512214	14	9	6	3	9	9
ENSG00000008256	CYTH3	1.162783127	0.000236753	6.29141243672843	1111	1173	957	2507	2786	2328
ENSG00000008277	ADAM22	-1.245023102	7.77638e-05	8.12788692350714	9794	8908	7972	3294	4716	3900
ENSG00000008282	SYPL1	1.479633157	0.000412355	5.34846785165679	549	465	493	1629	1418	1379
ENSG00000008283	CYB561	-0.692995508	0.05378299	9.86286709226985	25727	25455	21993	9004	19477	22705
ENSG00000008294	SPAG9	-0.465271064	0.00586292	8.09099071650059	6881	6628	6276	3872	5804	5619
ENSG00000008300	CELSR3	-0.483929855	0.01888451	8.02116686763964	6749	6729	5558	3388	5627	5618
ENSG00000008311	AASS	2.888863212	0.000373555	0.931810574786839	12	19	12	80	131	131
ENSG00000008323	PLEKHG6	0.734789734	0.201964927	-1.15533917180399	10	7	4	16	14	8
ENSG00000008324	SS18L2	-0.093973909	0.355315531	4.08080523312105	380	372	328	306	381	379
ENSG00000008382	MPND	-0.137506381	0.261755621	4.78458141947265	672	606	512	558	589	560
ENSG00000008394	MGST1	-5.550274149	0.000394091	-1.6090370635573	54	37	47	1	1	0
ENSG00000008405	CRY1	-0.336149591	0.018499797	4.57454712897191	590	539	526	388	553	446
ENSG00000008438	PGLYRP1	-0.774041398	0.289041583	-1.24512701089374	16	10	8	5	17	3
ENSG00000008441	NFIX	0.629211097	0.001041646	6.11724601345487	1207	1209	1036	1754	2108	1758
ENSG00000008513	ST3GAL1	1.146799188	0.040358109	4.32755828906291	321	263	246	1069	570	452
ENSG00000008516	MMP25	0.091968315	0.768057926	0.878243651760493	34	42	33	40	52	32
ENSG00000008517	IL32	-1.212742546	0.014350807	4.68109521487056	888	842	676	539	414	221
ENSG00000008710	PKD1	-0.869750017	0.003649297	8.21001100214572	8777	9232	6891	3280	5560	5823
ENSG00000008735	MAPK8IP2	-0.776812977	0.004686371	6.92533807206988	3507	3513	2849	1400	2282	2527
ENSG00000008838	MED24	-0.445416254	0.001895555	6.90679924878555	3060	3019	2587	1891	2386	2433
ENSG00000008853	RHOBTB2	0.230178031	0.307260563	5.85117264425285	1228	1133	941	1611	1322	1165
ENSG00000008869	HEATR5B	-0.795872103	0.000202383	5.9450811883098	1765	1670	1580	871	1075	1101
ENSG00000008952	SEC62	0.174922106	0.064878441	6.99245851089393	2645	2367	2393	2589	3132	3084
ENSG00000008988	RPS20	-0.022161144	0.852336158	9.24146879196953	14086	12239	11472	12851	13816	12321
ENSG00000009307	CSDE1	-0.10115606	0.278485424	9.08547801166192	12263	11263	11225	9514	12416	12348
ENSG00000009335	UBE3C	0.003678577	0.967332437	7.39729079180482	3629	3530	3243	3019	4186	3844
ENSG00000009413	REV3L	0.039234683	0.795976679	5.95979323492387	1314	1221	1259	1029	1502	1635
ENSG00000009694	TENM1	3.491004424	0.003182079	-2.29781271973682	1	2	0	17	16	11
ENSG00000009724	MASP2	0.432012361	0.081736668	1.7271963041998	60	58	57	64	84	104
ENSG00000009780	FAM76A	0.372168215	0.018616935	3.23149276527913	183	173	154	190	260	247
ENSG00000009790	TRAF3IP3	0.048005577	0.925245821	-0.586229406715128	23	13	7	13	14	16
ENSG00000009830	POMT2	-0.14655653	0.094380243	6.24923117190424	1706	1730	1511	1409	1677	1615
ENSG00000009844	VTA1	-0.085435875	0.411585727	6.15793105932029	1539	1455	1547	1330	1599	1580
ENSG00000009950	MLXIPL	0.397166938	0.323266036	0.670293935409987	26	35	25	22	53	49
ENSG00000009954	BAZ1B	-0.445592519	0.020177585	8.39615619512852	8460	8013	7800	4527	7735	6946
ENSG00000010017	RANBP9	-0.045962229	0.595401914	5.8715184451332	1301	1242	1132	1165	1322	1255
ENSG00000010072	SPRTN	-0.097210525	0.502319067	4.61291318219897	541	511	514	385	623	551
ENSG00000010165	EEF1AKNMT	-0.345216497	0.008237769	6.96039481065757	3115	3019	2560	1961	2797	2483
ENSG00000010219	DYRK4	0.085559809	0.605736059	3.63229231191623	258	244	238	290	290	251
ENSG00000010244	ZNF207	-0.276899945	0.019874707	7.29984018356167	3723	3543	3443	2531	3592	3259
ENSG00000010256	UQCRC1	-0.284525606	0.023967602	7.04455774581326	3317	3022	2686	2065	3050	2744
ENSG00000010270	STARD3NL	0.061158226	0.593959361	6.57802137563489	2077	1754	1955	1965	2248	2124
ENSG00000010278	CD9	1.588626222	5.4292e-05	4.5928064620323	317	280	263	761	956	1016
ENSG00000010292	NCAPD2	-1.227980344	0.000292521	7.1403282223313	4484	4502	4345	1516	2536	2055
ENSG00000010295	IFFO1	-0.103657872	0.348088408	5.21534998714251	894	823	672	735	808	785
ENSG00000010310	GIPR	1.496344099	0.000334686	3.10370340331439	92	108	117	276	329	330
ENSG00000010318	PHF7	-0.059281735	0.837878605	2.77395979489457	148	154	127	141	112	193
ENSG00000010319	SEMA3G	0.486129386	0.01796653	2.83222644351686	137	136	100	166	209	174
ENSG00000010322	NISCH	0.240546893	0.022120076	7.77370499818227	4429	4439	3614	4561	5576	5345
ENSG00000010327	STAB1	-0.11752838	0.887156631	-1.77485398399224	5	5	8	2	5	15
ENSG00000010361	FUZ	-0.759100433	0.000535013	5.46891312292038	1299	1241	1029	703	803	707
ENSG00000010404	IDS	-0.156380462	0.261832974	5.29445761572795	945	863	761	604	915	934
ENSG00000010438	PRSS3	-0.766684227	0.000808685	5.44326249871664	1294	1265	972	591	788	803
ENSG00000010539	ZNF200	-0.326406647	0.037559829	4.33589969384077	490	474	436	296	473	418
ENSG00000010610	CD4	-0.816175092	0.066547801	-0.12733107970832	29	26	19	18	17	10
ENSG00000010626	LRRC23	0.336748789	0.034925781	3.66907064802282	236	252	210	294	307	327
ENSG00000010671	BTK	2.667908545	0.004923312	-0.965420480260346	3	8	2	16	34	37
ENSG00000010803	SCMH1	-0.159824296	0.127126627	5.60745582589294	1147	1036	1004	812	1164	1045
ENSG00000010810	FYN	0.432032973	0.009070035	6.43831501946322	1585	1555	1469	2200	2173	2159
ENSG00000010818	HIVEP2	-0.173635879	0.089290471	5.78742466463493	1281	1223	1122	957	1332	1112
ENSG00000011007	ELOA	-0.335303837	0.017143063	6.31857310698576	1898	1894	1747	1202	1780	1690
ENSG00000011009	LYPLA2	-0.207624924	0.057715166	7.08895878254907	3285	3167	2620	2602	2849	2770
ENSG00000011021	CLCN6	0.360862478	0.042410812	5.81941981141275	1017	1095	970	1015	1662	1562
ENSG00000011028	AC080038.1	2.395295551	0.000116434	8.3394986738418	3268	3181	2364	18638	15666	14158
ENSG00000011052	NME1-NME2	-0.303444106	0.435045813	-0.240791662144608	21	23	14	10	20	20
ENSG00000011105	TSPAN9	0.542972924	0.003809682	6.17064186453437	1339	1272	1084	1889	2021	1741
ENSG00000011114	BTBD7	-0.374165892	0.024189451	5.47787867942023	1071	1049	1017	638	1036	910
ENSG00000011132	APBA3	-0.131437985	0.356280397	4.36734430519529	468	500	371	420	437	424
ENSG00000011143	MKS1	-0.156514779	0.150625161	4.61119675034689	556	557	480	476	526	501
ENSG00000011198	ABHD5	-1.094001251	0.000436835	4.90624993278621	987	869	860	326	514	515
ENSG00000011201	ANOS1	1.621333131	0.320090327	-1.9674048580286	6	1	2	47	8	2
ENSG00000011243	AKAP8L	-0.054029279	0.523180722	5.81618841614102	1267	1245	1043	1042	1294	1266
ENSG00000011258	MBTD1	-0.345009007	0.022029911	6.19367760146522	1794	1592	1714	1113	1657	1496
ENSG00000011260	UTP18	-0.548110092	0.00145119	6.14372130270332	1849	1720	1713	1028	1431	1369
ENSG00000011275	RNF216	0.005176103	0.952928305	6.83201450792141	2440	2429	2160	2262	2726	2435
ENSG00000011295	TTC19	0.1160238	0.277719574	5.82692786693063	1212	1135	1023	1230	1269	1337
ENSG00000011304	PTBP1	-0.521273953	0.00266045	8.65850215430393	10636	10538	8811	5791	8608	7779
ENSG00000011332	DPF1	-0.800887694	0.005562873	4.26145604277229	551	546	476	213	433	329
ENSG00000011347	SYT7	-1.620608278	0.001478644	6.27732028330619	3218	3022	2279	554	1360	1145
ENSG00000011376	LARS2	-0.326960945	0.021071749	5.85869243800464	1350	1392	1275	880	1317	1207
ENSG00000011405	PIK3C2A	0.239543976	0.038988055	6.65853907297421	2104	1811	1836	1976	2783	2428
ENSG00000011422	PLAUR	0.424102369	0.144408036	4.5653550259801	439	459	362	762	551	503
ENSG00000011426	ANLN	-1.30576283	0.002662553	6.26852263669613	2597	2364	2550	629	1428	1311
ENSG00000011451	WIZ	-0.492999234	0.001908157	6.90218134200912	3142	3139	2522	1824	2420	2344
ENSG00000011454	RABGAP1	0.376184581	0.003597773	6.72642507492725	2017	1963	1765	2172	2879	2835
ENSG00000011465	DCN	5.705137674	0.000174394	2.39505236673873	17	16	11	911	936	657
ENSG00000011478	QPCTL	0.212176215	0.533560367	3.58022689078191	239	242	200	387	276	206
ENSG00000011485	PPP5C	-0.4972298	0.002128567	6.86133730348646	3104	2952	2505	1710	2396	2309
ENSG00000011523	CEP68	-0.161927123	0.069500367	5.77697373213194	1273	1186	1125	965	1258	1157
ENSG00000011566	MAP4K3	-0.564710713	0.004182008	5.2511032518328	1052	922	886	698	700	637
ENSG00000011590	ZBTB32	-1.532307188	0.018549673	-1.41864639016717	15	15	9	2	6	6
ENSG00000011638	TMEM159	1.459945049	0.002223405	3.28406726285722	159	135	79	384	372	305
ENSG00000011677	GABRA3	1.130589411	0.001086937	3.54760882015794	191	169	130	389	393	346
ENSG00000012048	BRCA1	-1.743999664	0.001488576	5.5301920496917	1804	1769	1686	290	762	718
ENSG00000012061	ERCC1	-0.036740768	0.773244098	5.97319619498304	1437	1334	1166	1356	1428	1247
ENSG00000012171	SEMA3B	1.512175612	0.004371739	4.16831887719806	228	261	172	882	602	542
ENSG00000012174	MBTPS2	0.173093796	0.105737047	6.61029697182517	2058	1772	1859	2094	2380	2262
ENSG00000012223	LTF	-7.829831969	0.000233034	-0.99609237204933	204	152	119	1	0	0
ENSG00000012232	EXTL3	-0.030056491	0.71084141	7.55148163878117	4175	4063	3496	3653	4315	4100
ENSG00000012660	ELOVL5	0.346975272	0.018538312	7.4696238396383	3412	3114	3181	4290	4528	4153
ENSG00000012822	CALCOCO1	0.157347975	0.245807272	6.62029882637818	1960	1958	1833	2291	2401	2059
ENSG00000012963	UBR7	-0.672858958	0.000480934	5.9899882206257	1740	1624	1594	903	1212	1174
ENSG00000012983	MAP4K5	0.068939907	0.445633749	6.10035473624239	1464	1317	1357	1362	1651	1557
ENSG00000013016	EHD3	0.973051407	0.016479286	6.61930865278219	1519	1512	1309	4132	2806	2276
ENSG00000013275	PSMC4	-0.036637165	0.640590461	7.43954375135468	3876	3736	3267	3347	3960	3837
ENSG00000013288	MAN2B2	0.570141186	0.103047693	5.67969570157275	947	958	707	1865	1241	1072
ENSG00000013293	SLC7A14	-1.994026337	5.85323e-05	3.8850946414572	692	626	510	150	156	175
